CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	101134	323199	23.83	424333
2	101950	335342	23.31	437292
3	99955	332163	23.13	432118
4	100504	330749	23.31	431253
5	104389	342675	23.35	447064
6	108095	346294	23.79	454389
7	107182	336422	24.16	443604
8	107167	340114	23.96	447281
9	105109	337881	23.73	442990
10	106982	335812	24.16	442794
11	106331	328529	24.45	434860
12	105264	329253	24.23	434517
13	104969	329055	24.19	434024
14	105711	331559	24.18	437270
15	104924	333655	23.92	438579
16	105825	334176	24.05	440001
17	106094	333308	24.15	439402
18	105724	333571	24.07	439295
19	106306	331310	24.29	437616
20	106755	331055	24.38	437810
21	106785	334868	24.18	441653
22	106146	332263	24.21	438409
23	106165	332838	24.18	439003
24	105261	332325	24.05	437586
25	104774	327799	24.22	432573
26	105867	326973	24.46	432840
27	104530	328144	24.16	432674
28	105352	326224	24.41	431576
29	106729	326514	24.63	433243
30	104504	325746	24.29	430250
31	103471	322982	24.26	426453
32	103512	321345	24.36	424857
33	103811	320947	24.44	424758
34	103512	319131	24.49	422643
35	103072	318666	24.44	421738
36	101673	316136	24.33	417809
37	100125	312099	24.29	412224
38	100038	309699	24.42	409737
39	99378	310117	24.27	409495
40	98233	306412	24.28	404645
41	98703	305381	24.43	404084
42	98110	304241	24.38	402351
43	96862	301452	24.32	398314
44	96874	300699	24.37	397573
45	94748	297437	24.16	392185
46	93959	291908	24.35	385867
47	93580	290877	24.34	384457
48	92731	288355	24.33	381086
49	92218	286223	24.37	378441
50	91337	282328	24.44	373665
51	90547	282626	24.26	373173
52	90347	278012	24.53	368359
53	88701	275755	24.34	364456
54	87150	271597	24.29	358747
55	86097	268806	24.26	354903
56	85449	265385	24.36	350834
57	83884	261793	24.27	345677
58	82634	256457	24.37	339091
59	82790	254463	24.55	337253
60	81221	250961	24.45	332182
61	80247	248501	24.41	328748
62	79164	244603	24.45	323767
63	77698	240625	24.41	318323
64	76706	237030	24.45	313736
65	75595	233118	24.49	308713
66	74979	231315	24.48	306294
67	73740	227726	24.46	301466
68	72641	224300	24.46	296941
69	71270	222605	24.25	293875
70	70499	218356	24.41	288855
71	69406	215597	24.35	285003
72	68425	211940	24.41	280365
73	67767	210037	24.39	277804
74	66798	206351	24.45	273149
75	65613	202923	24.43	268536
76	64226	198471	24.45	262697
77	62891	195767	24.31	258658
78	62048	192832	24.34	254880
79	60863	187683	24.49	248546
80	59264	185742	24.19	245006
81	58623	183057	24.26	241680
82	57709	179068	24.37	236777
83	56813	175830	24.42	232643
84	55304	173249	24.20	228553
85	54457	169659	24.30	224116
86	54166	168172	24.36	222338
87	52335	164831	24.10	217166
88	52193	161502	24.42	213695
89	50736	158816	24.21	209552
90	50692	156542	24.46	207234
91	48867	154232	24.06	203099
92	47748	150214	24.12	197962
93	46871	148187	24.03	195058
94	46229	145375	24.13	191604
95	45735	143798	24.13	189533
96	44446	140366	24.05	184812
97	43264	137027	24.00	180291
98	43166	135587	24.15	178753
99	42428	132869	24.20	175297
100	41333	130290	24.08	171623
101	40503	128475	23.97	168978
102	39676	126590	23.86	166266
103	39314	123501	24.15	162815
104	38886	121259	24.28	160145
105	37995	119752	24.09	157747
106	36934	117947	23.85	154881
107	36465	115454	24.00	151919
108	36409	112922	24.38	149331
109	35145	111146	24.02	146291
110	35599	111126	24.26	146725
111	34248	107245	24.20	141493
112	33059	104817	23.98	137876
113	32072	103278	23.70	135350
114	31541	100198	23.94	131739
115	30960	98907	23.84	129867
116	30247	97494	23.68	127741
117	29534	94564	23.80	124098
118	28935	92634	23.80	121569
119	28362	91434	23.68	119796
120	28108	89810	23.84	117918
121	27686	88126	23.91	115812
122	27094	86624	23.83	113718
123	27142	85282	24.14	112424
124	26600	84115	24.03	110715
125	25489	81662	23.79	107151
126	24629	79109	23.74	103738
127	24214	77292	23.85	101506
128	23709	76635	23.63	100344
129	23628	75181	23.91	98809
130	23266	74170	23.88	97436
131	22877	73795	23.66	96672
132	23245	73445	24.04	96690
133	22429	71666	23.84	94095
134	21380	69404	23.55	90784
135	20817	66534	23.83	87351

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	36224	606619	5.63	642843
2	27850	638830	4.18	666680
3	28295	654869	4.14	683164
4	26720	624853	4.10	651573
5	27094	627978	4.14	655072
6	25608	632128	3.89	657736
7	25189	639916	3.79	665105
8	24358	636145	3.69	660503
9	23633	620144	3.67	643777
10	23814	627330	3.66	651144
11	23514	614796	3.68	638310
12	23850	619275	3.71	643125
13	24242	627387	3.72	651629
14	23625	631986	3.60	655611
15	23424	630075	3.58	653499
16	23649	634843	3.59	658492
17	23629	625905	3.64	649534
18	24045	636668	3.64	660713
19	23611	631383	3.60	654994
20	23396	629364	3.58	652760
21	23295	625229	3.59	648524
22	24034	638415	3.63	662449
23	22966	626322	3.54	649288
24	23715	632070	3.62	655785
25	23616	626480	3.63	650096
26	23584	629711	3.61	653295
27	23307	625648	3.59	648955
28	23705	626398	3.65	650103
29	23522	617352	3.67	640874
30	24019	623658	3.71	647677
31	23689	615901	3.70	639590
32	23522	611463	3.70	634985
33	23731	608411	3.75	632142
34	23971	613741	3.76	637712
35	24050	604655	3.83	628705
36	23945	604533	3.81	628478
37	24156	599334	3.87	623490
38	23923	600346	3.83	624269
39	24040	588273	3.93	612313
40	24632	591559	4.00	616191
41	23945	582915	3.95	606860
42	24238	584808	3.98	609046
43	23982	575669	4.00	599651
44	24408	570497	4.10	594905
45	24208	565476	4.11	589684
46	24535	569045	4.13	593580
47	24447	555136	4.22	579583
48	24558	551355	4.26	575913
49	23992	545695	4.21	569687
50	24079	541595	4.26	565674
51	24246	536783	4.32	561029
52	24526	536192	4.37	560718
53	24016	520684	4.41	544700
54	24026	520993	4.41	545019
55	24052	512631	4.48	536683
56	23831	504234	4.51	528065
57	23404	497267	4.49	520671
58	23431	495773	4.51	519204
59	23443	483584	4.62	507027
60	23591	481540	4.67	505131
61	23089	473832	4.65	496921
62	23124	467518	4.71	490642
63	23099	460836	4.77	483935
64	22862	455749	4.78	478611
65	22376	447355	4.76	469731
66	22833	442819	4.90	465652
67	22309	434851	4.88	457160
68	22115	425786	4.94	447901
69	22248	419716	5.03	441964
70	21981	417895	5.00	439876
71	21545	408176	5.01	429721
72	21540	403548	5.07	425088
73	21501	396452	5.14	417953
74	21259	389783	5.17	411042
75	20952	384505	5.17	405457
76	20974	379138	5.24	400112
77	20622	371616	5.26	392238
78	20901	369840	5.35	390741
79	20370	367827	5.25	388197
80	20008	351071	5.39	371079
81	19868	343847	5.46	363715
82	19574	340486	5.44	360060
83	19371	331820	5.52	351191
84	18825	327280	5.44	346105
85	19026	321813	5.58	340839
86	18871	318971	5.59	337842
87	18721	318469	5.55	337190
88	18337	305099	5.67	323436
89	17755	297081	5.64	314836
90	17712	291933	5.72	309645
91	17388	286839	5.72	304227
92	17295	280344	5.81	297639
93	16932	274974	5.80	291906
94	16646	271096	5.79	287742
95	16452	265965	5.83	282417
96	16481	261741	5.92	278222
97	16052	257140	5.88	273192
98	15908	252415	5.93	268323
99	15580	246962	5.93	262542
100	15298	243434	5.91	258732
101	15103	236640	6.00	251743
102	15039	233356	6.05	248395
103	14905	229483	6.10	244388
104	14414	224716	6.03	239130
105	14432	219900	6.16	234332
106	14067	217188	6.08	231255
107	14016	211700	6.21	225716
108	13874	209407	6.21	223281
109	13614	204788	6.23	218402
110	13208	200168	6.19	213376
111	13240	196617	6.31	209857
112	12826	192814	6.24	205640
113	12710	189024	6.30	201734
114	12505	186313	6.29	198818
115	12296	181483	6.35	193779
116	12430	177617	6.54	190047
117	11911	173902	6.41	185813
118	11796	172276	6.41	184072
119	11542	166783	6.47	178325
120	11327	164885	6.43	176212
121	11206	161821	6.48	173027
122	10973	158338	6.48	169311
123	10933	154733	6.60	165666
124	10928	151743	6.72	162671
125	10528	147190	6.68	157718
126	10381	143893	6.73	154274
127	10273	140411	6.82	150684
128	9943	136200	6.80	146143
129	10068	136240	6.88	146308
130	10207	135011	7.03	145218
131	10103	132722	7.07	142825
132	10009	129608	7.17	139617
