CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	103046	370619	21.76	473665
2	102383	378600	21.29	480983
3	100702	379331	20.98	480033
4	102013	378476	21.23	480489
5	106751	396353	21.22	503104
6	111952	399104	21.91	511056
7	111706	392331	22.16	504037
8	110457	399405	21.66	509862
9	108269	394744	21.52	503013
10	108555	388124	21.86	496679
11	107662	381369	22.02	489031
12	105559	379832	21.75	485391
13	105628	378807	21.80	484435
14	106112	380933	21.79	487045
15	106527	384702	21.69	491229
16	107200	387927	21.65	495127
17	107427	385285	21.80	492712
18	106949	384804	21.75	491753
19	107871	381713	22.03	489584
20	108202	383705	22.00	491907
21	107944	384388	21.93	492332
22	107569	381083	22.01	488652
23	106736	380593	21.90	487329
24	106032	381399	21.75	487431
25	105984	376090	21.99	482074
26	106209	374951	22.07	481160
27	105228	376359	21.85	481587
28	105762	375364	21.98	481126
29	106647	376841	22.06	483488
30	104719	373344	21.90	478063
31	103587	371324	21.81	474911
32	103698	368112	21.98	471810
33	103578	368180	21.96	471758
34	101979	363858	21.89	465837
35	102402	363987	21.96	466389
36	100734	359625	21.88	460359
37	98820	355680	21.74	454500
38	99331	353924	21.92	453255
39	98595	350995	21.93	449590
40	96974	348518	21.77	445492
41	96658	344549	21.91	441207
42	96010	344415	21.80	440425
43	95243	342324	21.77	437567
44	93725	338767	21.67	432492
45	92356	334509	21.64	426865
46	91974	326834	21.96	418808
47	89893	325572	21.64	415465
48	89691	323153	21.73	412844
49	89121	320011	21.78	409132
50	87510	315528	21.71	403038
51	86616	313924	21.62	400540
52	86429	310838	21.76	397267
53	84381	305795	21.63	390176
54	82736	301042	21.56	383778
55	81600	295925	21.61	377525
56	80962	292328	21.69	373290
57	79755	288152	21.68	367907
58	77726	281807	21.62	359533
59	76817	277446	21.68	354263
60	76081	274441	21.71	350522
61	74116	269738	21.55	343854
62	72893	264076	21.63	336969
63	71205	258898	21.57	330103
64	69910	255152	21.51	325062
65	68620	251583	21.43	320203
66	68253	246421	21.69	314674
67	66247	243068	21.42	309315
68	65406	237803	21.57	303209
69	64111	234678	21.46	298789
70	62881	230453	21.44	293334
71	61941	226700	21.46	288641
72	60479	222288	21.39	282767
73	59365	219180	21.31	278545
74	58015	214568	21.28	272583
75	56875	211027	21.23	267902
76	55593	206096	21.24	261689
77	54685	201577	21.34	256262
78	53825	198154	21.36	251979
79	52251	191798	21.41	244049
80	50878	188136	21.29	239014
81	49700	185779	21.11	235479
82	48665	181173	21.17	229838
83	48357	177684	21.39	226041
84	46579	173878	21.13	220457
85	45819	169684	21.26	215503
86	44491	166683	21.07	211174
87	43981	162895	21.26	206876
88	42542	160017	21.00	202559
89	41845	155712	21.18	197557
90	40693	152664	21.05	193357
91	39847	149285	21.07	189132
92	38641	145533	20.98	184174
93	37886	142722	20.98	180608
94	36580	139673	20.75	176253
95	36027	136722	20.86	172749
96	35399	133950	20.90	169349
97	34229	130314	20.80	164543
98	33724	128013	20.85	161737
99	32733	124942	20.76	157675
100	31989	121766	20.81	153755
101	31407	119229	20.85	150636
102	30776	117176	20.80	147952
103	29733	114218	20.65	143951
104	28787	111008	20.59	139795
105	28537	109227	20.71	137764
106	27790	106095	20.76	133885
107	26912	103961	20.56	130873
108	26118	101806	20.42	127924
109	26030	99535	20.73	125565
110	25483	97653	20.70	123136
111	24557	95300	20.49	119857
112	23760	92307	20.47	116067
113	22991	90275	20.30	113266
114	22626	87825	20.49	110451
115	21889	86234	20.24	108123
116	21432	84020	20.32	105452
117	20570	81646	20.12	102216
118	19946	79150	20.13	99096
119	19667	77618	20.22	97285
120	19276	75935	20.25	95211
121	18966	74113	20.38	93079
122	18423	72016	20.37	90439
123	18062	70542	20.39	88604
124	17468	69111	20.18	86579
125	16974	66486	20.34	83460
126	16260	64620	20.10	80880
127	15941	62754	20.26	78695
128	15432	61612	20.03	77044
129	15305	60099	20.30	75404
130	15013	59083	20.26	74096
131	14756	58530	20.13	73286
132	14667	57666	20.28	72333
133	14391	56948	20.17	71339
134	13525	54498	19.88	68023
135	12840	52237	19.73	65077

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	29638	667294	4.25	696932
2	22456	699997	3.11	722453
3	20846	708531	2.86	729377
4	19982	689869	2.81	709851
5	19998	700196	2.78	720194
6	19154	703515	2.65	722669
7	18715	712682	2.56	731397
8	18503	706608	2.55	725111
9	18025	686255	2.56	704280
10	18124	693337	2.55	711461
11	17451	675720	2.52	693171
12	17945	679664	2.57	697609
13	18387	689454	2.60	707841
14	17570	696609	2.46	714179
15	18333	700640	2.55	718973
16	18433	705561	2.55	723994
17	18429	696447	2.58	714876
18	18472	710760	2.53	729232
19	18210	697343	2.54	715553
20	17985	693236	2.53	711221
21	18296	693993	2.57	712289
22	18760	707881	2.58	726641
23	18330	694705	2.57	713035
24	18838	697456	2.63	716294
25	18365	689597	2.59	707962
26	18856	694910	2.64	713766
27	18783	689052	2.65	707835
