CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	29744	148023	16.73	177767
2	28074	149145	15.84	177219
3	28316	148622	16.00	176938
4	30087	152924	16.44	183011
5	32511	161002	16.80	193513
6	34938	162145	17.73	197083
7	36656	162416	18.41	199072
8	34243	162369	17.42	196612
9	33115	158487	17.28	191602
10	32365	155553	17.22	187918
11	31428	150924	17.23	182352
12	31077	151023	17.07	182100
13	31398	150939	17.22	182337
14	32085	153279	17.31	185364
15	32583	156247	17.26	188830
16	31856	157670	16.81	189526
17	31883	155228	17.04	187111
18	31504	154808	16.91	186312
19	31765	154342	17.07	186107
20	31775	154220	17.08	185995
21	31429	152697	17.07	184126
22	31103	152534	16.94	183637
23	31304	152613	17.02	183917
24	31345	151304	17.16	182649
25	30651	150079	16.96	180730
26	31159	150864	17.12	182023
27	30845	150716	16.99	181561
28	31267	150256	17.22	181523
29	32216	150923	17.59	183139
30	31009	148575	17.27	179584
31	30108	147073	16.99	177181
32	30196	145644	17.17	175840
33	29955	143307	17.29	173262
34	29972	142574	17.37	172546
35	29126	141677	17.05	170803
36	28483	140328	16.87	168811
37	28264	137386	17.06	165650
38	27800	136435	16.93	164235
39	27668	135146	16.99	162814
40	27138	131883	17.07	159021
41	26479	130062	16.92	156541
42	26498	128787	17.06	155285
43	26344	126145	17.28	152489
44	25614	124559	17.06	150173
45	25156	122277	17.06	147433
46	24819	120081	17.13	144900
47	24206	117692	17.06	141898
48	23780	114870	17.15	138650
49	23519	112628	17.27	136147
50	23089	110367	17.30	133456
51	22987	108953	17.42	131940
52	22697	106647	17.55	129344
53	22255	103999	17.63	126254
54	21772	101517	17.66	123289
55	21069	99262	17.51	120331
56	20788	96612	17.71	117400
57	19968	94172	17.49	114140
58	19560	91904	17.55	111464
59	19086	89258	17.62	108344
60	18519	87042	17.54	105561
61	18214	84574	17.72	102788
62	17461	81120	17.71	98581
63	16971	79374	17.61	96345
64	16432	76821	17.62	93253
65	16024	74976	17.61	91000
66	15720	72242	17.87	87962
67	15563	70429	18.10	85992
68	15058	68023	18.12	83081
69	14536	66331	17.98	80867
70	14274	64608	18.10	78882
71	13498	61878	17.91	75376
72	13147	60128	17.94	73275
73	13021	57909	18.36	70930
74	12503	55773	18.31	68276
75	12027	54591	18.05	66618
76	11608	51948	18.26	63556
77	11076	50035	18.12	61111
78	10825	48158	18.35	58983
79	10417	46383	18.34	56800
80	9932	44815	18.14	54747
81	9498	42446	18.29	51944
82	9188	40929	18.33	50117
83	8820	39588	18.22	48408
84	8400	37828	18.17	46228
85	8172	36750	18.19	44922
86	7946	35141	18.44	43087
87	7523	33898	18.16	41421
88	7233	32666	18.13	39899
89	6848	31434	17.89	38282
90	6692	29889	18.29	36581
91	6459	28966	18.23	35425
92	6163	27569	18.27	33732
93	5859	26244	18.25	32103
94	5589	25687	17.87	31276
95	5440	24390	18.24	29830
96	5207	23379	18.22	28586
97	5062	22334	18.48	27396
98	4795	21366	18.33	26161
99	4620	20512	18.38	25132
100	4441	19456	18.58	23897
101	4062	19087	17.55	23149
102	3788	18019	17.37	21807
103	3835	17513	17.96	21348
104	3734	16778	18.20	20512
105	3456	15918	17.84	19374
106	3241	15215	17.56	18456
107	2989	14631	16.96	17620
108	2951	13715	17.71	16666
109	2977	13341	18.24	16318
110	2756	12621	17.92	15377
111	2669	12423	17.68	15092
112	2536	11924	17.54	14460
113	2381	11290	17.42	13671
114	2217	10672	17.20	12889
115	2194	10165	17.75	12359
116	2119	9703	17.92	11822
117	1952	9327	17.31	11279
118	1850	8994	17.06	10844
119	1773	8572	17.14	10345
120	1763	8205	17.69	9968
121	1655	7965	17.20	9620
122	1554	7632	16.92	9186
123	1520	7250	17.33	8770
124	1437	6819	17.41	8256
125	1359	6512	17.27	7871
126	1278	6259	16.96	7537
127	1258	5930	17.50	7188
128	1238	5757	17.70	6995
129	1128	5544	16.91	6672
130	1073	5379	16.63	6452
131	1114	5052	18.07	6166
132	1126	5123	18.02	6249
133	1040	4934	17.41	5974
134	992	4923	16.77	5915
135	991	4643	17.59	5634

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	12467	238871	4.96	251338
2	8305	248792	3.23	257097
3	7762	256148	2.94	263910
4	7286	248287	2.85	255573
5	8420	253795	3.21	262215
6	7859	255729	2.98	263588
7	7953	260159	2.97	268112
