CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	830	4350	16.02	5180
2	1037	4525	18.64	5562
3	780	4043	16.17	4823
4	771	4043	16.02	4814
5	795	4122	16.17	4917
6	717	3972	15.29	4689
7	742	4044	15.50	4786
8	776	4000	16.25	4776
9	725	4031	15.24	4756
10	763	4165	15.48	4928
11	805	3934	16.99	4739
12	787	4021	16.37	4808
13	791	4281	15.60	5072
14	795	4156	16.06	4951
15	771	4073	15.92	4844
16	741	4169	15.09	4910
17	766	4086	15.79	4852
18	759	4020	15.88	4779
19	791	4146	16.02	4937
20	761	4351	14.89	5112
21	709	4650	13.23	5359
22	738	4112	15.22	4850
23	787	4195	15.80	4982
24	748	4216	15.07	4964
25	770	3940	16.35	4710
26	709	4149	14.59	4858
27	815	4095	16.60	4910
28	834	4262	16.37	5096
29	769	4273	15.25	5042
30	753	4078	15.59	4831
31	783	4179	15.78	4962
32	736	4149	15.07	4885
33	710	4124	14.69	4834
34	714	4208	14.51	4922
35	735	4219	14.84	4954
36	699	4156	14.40	4855
37	708	4024	14.96	4732
38	710	4037	14.96	4747
39	718	4083	14.96	4801
40	693	4034	14.66	4727
41	688	4048	14.53	4736
42	774	4379	15.02	5153
43	746	4095	15.41	4841
44	688	4076	14.44	4764
45	643	4084	13.60	4727
46	670	3920	14.60	4590
47	621	3808	14.02	4429
48	667	3933	14.50	4600
49	707	3958	15.16	4665
50	759	3823	16.56	4582
51	720	3907	15.56	4627
52	701	3878	15.31	4579
53	657	3877	14.49	4534
54	683	3826	15.15	4509
55	692	3771	15.51	4463
56	672	3674	15.46	4346
57	658	3795	14.78	4453
58	646	3683	14.92	4329
59	701	3897	15.25	4598
60	719	3851	15.73	4570
61	688	3790	15.36	4478
62	682	3840	15.08	4522
63	586	3634	13.89	4220
64	566	3564	13.70	4130
65	601	3797	13.67	4398
66	659	3770	14.88	4429
67	670	3677	15.41	4347
68	650	3642	15.14	4292
69	663	3535	15.79	4198
70	629	3526	15.14	4155
71	611	3537	14.73	4148
72	581	3557	14.04	4138
73	672	3651	15.54	4323
74	583	3707	13.59	4290
75	597	3557	14.37	4154
76	623	3611	14.71	4234
77	590	3513	14.38	4103
78	655	3573	15.49	4228
79	552	3281	14.40	3833
80	606	3454	14.93	4060
81	570	3463	14.13	4033
82	540	3241	14.28	3781
83	471	3425	12.09	3896
84	562	3306	14.53	3868
85	474	3215	12.85	3689
86	570	3355	14.52	3925
87	542	3421	13.68	3963
88	570	3222	15.03	3792
89	546	3150	14.77	3696
90	521	3333	13.52	3854
91	569	3281	14.78	3850
92	516	3152	14.07	3668
93	526	3266	13.87	3792
94	528	3190	14.20	3718
95	510	2890	15.00	3400
96	564	3060	15.56	3624
97	517	3017	14.63	3534
98	538	2963	15.37	3501
99	556	3075	15.31	3631
100	525	3040	14.73	3565
101	541	3008	15.24	3549
102	496	2949	14.40	3445
103	480	2818	14.55	3298
104	521	2934	15.08	3455
105	487	2787	14.87	3274
106	469	2866	14.06	3335
107	483	2702	15.16	3185
108	518	2712	16.04	3230
109	524	2630	16.61	3154
110	511	2812	15.38	3323
111	504	2753	15.47	3257
112	438	2637	14.24	3075
113	462	2683	14.69	3145
114	437	2596	14.41	3033
115	447	2649	14.44	3096
116	412	2743	13.06	3155
117	429	2642	13.97	3071
118	397	2595	13.27	2992
119	428	2514	14.55	2942
120	413	2423	14.56	2836
121	488	2497	16.35	2985
122	494	2631	15.81	3125
123	440	2583	14.56	3023
124	510	2522	16.82	3032
125	456	2428	15.81	2884
126	453	2471	15.49	2924
127	416	2346	15.06	2762
128	383	2305	14.25	2688
129	419	2450	14.60	2869
130	421	2310	15.42	2731
131	422	2394	14.99	2816
132	410	2384	14.67	2794
133	394	2388	14.16	2782
134	378	2316	14.03	2694
135	328	2122	13.39	2450

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	332	7078	4.48	7410
2	402	6931	5.48	7333
3	197	7646	2.51	7843
4	186	6840	2.65	7026
5	164	6546	2.44	6710
6	217	6800	3.09	7017
7	125	6551	1.87	6676
8	163	6788	2.34	6951
9	124	6893	1.77	7017
10	184	7110	2.52	7294
11	126	7074	1.75	7200
12	164	7175	2.23	7339
13	140	6982	1.97	7122
14	221	7071	3.03	7292
15	204	7111	2.79	7315
16	231	6898	3.24	7129
17	217	6855	3.07	7072
18	188	7097	2.58	7285
19	160	7025	2.23	7185
20	198	7100	2.71	7298
21	157	6938	2.21	7095
22	143	7168	1.96	7311
23	86	6816	1.25	6902
24	150	7153	2.05	7303
25	112	6861	1.61	6973
26	123	7278	1.66	7401
27	113	7306	1.52	7419
28	118	7053	1.65	7171
29	87	6843	1.26	6930
30	124	6961	1.75	7085
31	95	6766	1.38	6861
32	114	6755	1.66	6869
33	82	6994	1.16	7076
34	104	7148	1.43	7252
35	87	6843	1.26	6930
36	113	6702	1.66	6815
37	81	6756	1.18	6837
38	92	6710	1.35	6802
39	71	6814	1.03	6885
40	127	6974	1.79	7101
41	82	6751	1.20	6833
42	88	7025	1.24	7113
43	81	6788	1.18	6869
44	98	6777	1.43	6875
45	88	6726	1.29	6814
46	81	6948	1.15	7029
47	65	6859	0.94	6924
48	110	6423	1.68	6533
49	77	6657	1.14	6734
50	96	6438	1.47	6534
51	81	6722	1.19	6803
52	109	6821	1.57	6930
53	68	6562	1.03	6630
54	96	6201	1.52	6297
55	89	6585	1.33	6674
56	102	6378	1.57	6480
57	92	6413	1.41	6505
58	103	6266	1.62	6369
59	76	6263	1.20	6339
60	94	6505	1.42	6599
61	66	6490	1.01	6556
62	92	6202	1.46	6294
63	89	6233	1.41	6322
64	73	6258	1.15	6331
65	96	6240	1.52	6336
66	85	6159	1.36	6244
67	79	6047	1.29	6126
68	85	6060	1.38	6145
69	103	6243	1.62	6346
70	82	6143	1.32	6225
71	89	5904	1.49	5993
72	83	5975	1.37	6058
73	97	6025	1.58	6122
74	80	5950	1.33	6030
75	73	6168	1.17	6241
76	83	5797	1.41	5880
77	84	5834	1.42	5918
78	89	6046	1.45	6135
79	92	6750	1.34	6842
80	84	5708	1.45	5792
81	78	5462	1.41	5540
82	97	5676	1.68	5773
83	72	5475	1.30	5547
84	68	5387	1.25	5455
85	110	5163	2.09	5273
86	95	5739	1.63	5834
87	71	6348	1.11	6419
88	78	5437	1.41	5515
89	65	5197	1.24	5262
90	100	5255	1.87	5355
91	82	5224	1.55	5306
92	69	5006	1.36	5075
93	76	5020	1.49	5096
94	79	5077	1.53	5156
95	75	4896	1.51	4971
96	70	4906	1.41	4976
97	71	5020	1.39	5091
98	87	4864	1.76	4951
99	63	4996	1.25	5059
100	82	4751	1.70	4833
101	65	4779	1.34	4844
102	86	4847	1.74	4933
103	66	4699	1.39	4765
104	70	4640	1.49	4710
105	61	4702	1.28	4763
106	74	4645	1.57	4719
107	83	4528	1.80	4611
108	78	4526	1.69	4604
109	66	4389	1.48	4455
110	75	4609	1.60	4684
111	69	4494	1.51	4563
112	67	4349	1.52	4416
113	58	4287	1.33	4345
114	77	4309	1.76	4386
115	58	4282	1.34	4340
116	77	4222	1.79	4299
117	69	4228	1.61	4297
118	75	4509	1.64	4584
119	44	4313	1.01	4357
120	57	4067	1.38	4124
121	54	4206	1.27	4260
122	66	4185	1.55	4251
123	84	4415	1.87	4499
124	57	4127	1.36	4184
125	58	3878	1.47	3936
126	76	3915	1.90	3991
127	64	3959	1.59	4023
128	66	3787	1.71	3853
129	71	3869	1.80	3940
130	52	3861	1.33	3913
131	63	3910	1.59	3973
132	70	3985	1.73	4055
133	61	3609	1.66	3670
134	79	3596	2.15	3675
135	79	3571	2.16	3650

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3691	30739	10.72	34430
2	4306	30242	12.46	34548
3	3443	31267	9.92	34710
4	4122	31610	11.54	35732
5	3614	32006	10.15	35620
6	3798	29049	11.56	32847
7	3537	29593	10.68	33130
8	4056	29210	12.19	33266
9	3282	29592	9.98	32874
10	3820	30178	11.24	33998
11	3611	29763	10.82	33374
12	3872	29467	11.61	33339
13	3723	29709	11.14	33432
14	4579	29512	13.43	34091
15	3787	29366	11.42	33153
16	4120	29814	12.14	33934
17	3398	28928	10.51	32326
18	3276	28477	10.32	31753
19	2672	28027	8.70	30699
20	2947	27990	9.53	30937
21	1983	27999	6.61	29982
22	2326	27863	7.70	30189
23	1812	28169	6.04	29981
24	2057	27249	7.02	29306
25	1558	27105	5.44	28663
26	1877	29220	6.04	31097
27	1481	27409	5.13	28890
28	1908	27258	6.54	29166
29	1490	27203	5.19	28693
30	1717	27588	5.86	29305
31	1513	27558	5.20	29071
32	1722	28068	5.78	29790
33	1311	27673	4.52	28984
34	1710	27762	5.80	29472
35	1305	27590	4.52	28895
36	1582	27593	5.42	29175
37	1306	27417	4.55	28723
38	1455	27186	5.08	28641
39	1159	26824	4.14	27983
40	1474	26635	5.24	28109
41	1186	26665	4.26	27851
42	1386	26709	4.93	28095
43	1081	28333	3.68	29414
44	1421	27730	4.87	29151
45	1062	26728	3.82	27790
46	1323	26570	4.74	27893
47	985	27547	3.45	28532
48	1288	25710	4.77	26998
49	1018	25381	3.86	26399
50	1273	25421	4.77	26694
51	939	26025	3.48	26964
52	1294	27006	4.57	28300
53	929	26126	3.43	27055
54	1102	26549	3.99	27651
55	963	26040	3.57	27003
56	1193	25207	4.52	26400
57	905	25183	3.47	26088
58	1105	25401	4.17	26506
59	856	26843	3.09	27699
60	989	25001	3.81	25990
61	883	24905	3.42	25788
62	934	25189	3.58	26123
63	791	26503	2.90	27294
64	963	26011	3.57	26974
65	867	25069	3.34	25936
66	894	25025	3.45	25919
67	730	25249	2.81	25979
68	896	23635	3.65	24531
69	711	23634	2.92	24345
70	837	24069	3.36	24906
71	724	24022	2.93	24746
72	813	23754	3.31	24567
73	729	24433	2.90	25162
74	764	24497	3.02	25261
75	617	22824	2.63	23441
76	755	22897	3.19	23652
77	705	22676	3.02	23381
78	715	22388	3.09	23103
79	699	22577	3.00	23276
80	672	22771	2.87	23443
81	633	23579	2.61	24212
82	678	23135	2.85	23813
83	645	22235	2.82	22880
84	614	22143	2.70	22757
85	571	21924	2.54	22495
86	684	21975	3.02	22659
87	516	21963	2.30	22479
88	691	22785	2.94	23476
89	602	22243	2.64	22845
90	562	22506	2.44	23068
91	493	21329	2.26	21822
92	659	21282	3.00	21941
93	542	21653	2.44	22195
94	565	20596	2.67	21161
95	527	21041	2.44	21568
96	597	21407	2.71	22004
97	517	20740	2.43	21257
98	549	20262	2.64	20811
99	510	20383	2.44	20893
100	546	19672	2.70	20218
101	525	19438	2.63	19963
102	423	19559	2.12	19982
103	512	19276	2.59	19788
104	530	19788	2.61	20318
105	486	18990	2.50	19476
106	469	18939	2.42	19408
