CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1250	4752	20.83	6002
2	1171	4776	19.69	5947
3	1047	4617	18.49	5664
4	1047	4431	19.11	5478
5	1056	4455	19.16	5511
6	1111	4729	19.02	5840
7	980	4637	17.45	5617
8	1119	4584	19.62	5703
9	967	4656	17.20	5623
10	1075	4673	18.70	5748
11	1089	4679	18.88	5768
12	1062	4634	18.64	5696
13	1099	4836	18.52	5935
14	1084	4627	18.98	5711
15	1161	4716	19.75	5877
16	1113	4691	19.18	5804
17	1111	4660	19.25	5771
18	1101	4658	19.12	5759
19	1084	4663	18.86	5747
20	1171	4623	20.21	5794
21	1078	4887	18.07	5965
22	1050	4521	18.85	5571
23	1016	4807	17.45	5823
24	1085	4738	18.63	5823
25	1050	4590	18.62	5640
26	961	4630	17.19	5591
27	1037	4769	17.86	5806
28	1024	4449	18.71	5473
29	1132	4552	19.92	5684
30	1019	4592	18.16	5611
31	1011	4503	18.34	5514
32	977	4540	17.71	5517
33	1025	4513	18.51	5538
34	1016	4448	18.59	5464
35	1009	4606	17.97	5615
36	973	4519	17.72	5492
37	976	4533	17.72	5509
38	1037	4367	19.19	5404
39	1000	4492	18.21	5492
40	997	4315	18.77	5312
41	947	4380	17.78	5327
42	956	4514	17.48	5470
43	1008	4363	18.77	5371
44	935	4239	18.07	5174
45	927	4225	17.99	5152
46	989	4338	18.57	5327
47	901	4185	17.72	5086
48	948	4155	18.58	5103
49	913	4231	17.75	5144
50	962	4163	18.77	5125
51	900	4176	17.73	5076
52	918	4126	18.20	5044
53	897	4235	17.48	5132
54	873	4172	17.30	5045
55	909	4031	18.40	4940
56	900	4009	18.33	4909
57	872	3950	18.08	4822
58	861	3899	18.09	4760
59	802	3988	16.74	4790
60	853	3860	18.10	4713
61	824	3857	17.60	4681
62	859	3793	18.47	4652
63	810	3677	18.05	4487
64	805	3772	17.59	4577
65	803	3812	17.40	4615
66	839	3727	18.37	4566
67	815	3670	18.17	4485
68	821	3560	18.74	4381
69	801	3703	17.78	4504
70	825	3457	19.27	4282
71	767	3556	17.74	4323
72	775	3431	18.43	4206
73	715	3436	17.22	4151
74	765	3572	17.64	4337
75	749	3524	17.53	4273
76	751	3318	18.46	4069
77	737	3362	17.98	4099
78	750	3285	18.59	4035
79	751	3261	18.72	4012
80	698	3228	17.78	3926
81	645	3257	16.53	3902
82	597	3244	15.54	3841
83	724	3096	18.95	3820
84	672	3116	17.74	3788
85	698	3182	17.99	3880
86	619	3069	16.78	3688
87	708	3055	18.81	3763
88	676	2914	18.83	3590
89	642	3041	17.43	3683
90	620	2920	17.51	3540
91	633	2997	17.44	3630
92	583	2864	16.91	3447
93	606	2979	16.90	3585
94	576	2886	16.64	3462
95	618	2797	18.10	3415
96	572	2739	17.28	3311
97	498	2677	15.69	3175
98	558	2727	16.99	3285
99	555	2551	17.87	3106
100	582	2649	18.01	3231
101	515	2651	16.27	3166
102	556	2628	17.46	3184
103	522	2559	16.94	3081
104	548	2523	17.84	3071
105	522	2464	17.48	2986
106	523	2471	17.47	2994
107	524	2431	17.73	2955
108	490	2404	16.93	2894
109	498	2366	17.39	2864
110	482	2494	16.20	2976
111	474	2353	16.77	2827
112	492	2275	17.78	2767
113	492	2257	17.90	2749
114	482	2205	17.94	2687
115	485	2160	18.34	2645
116	470	2204	17.58	2674
117	409	2160	15.92	2569
118	422	2131	16.53	2553
119	449	2032	18.10	2481
120	451	2074	17.86	2525
121	431	2073	17.21	2504
122	475	2026	18.99	2501
123	421	2032	17.16	2453
124	480	1998	19.37	2478
125	405	2001	16.83	2406
126	402	1814	18.14	2216
127	371	1854	16.67	2225
128	399	1834	17.87	2233
129	403	1839	17.98	2242
130	373	1837	16.88	2210
131	377	1917	16.43	2294
132	373	1802	17.15	2175
133	397	1831	17.82	2228
134	345	1761	16.38	2106
135	353	1691	17.27	2044

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	577	8321	6.48	8898
2	577	8613	6.28	9190
3	319	8655	3.55	8974
4	203	8054	2.46	8257
5	206	8272	2.43	8478
6	197	8151	2.36	8348
7	191	8150	2.29	8341
8	168	8057	2.04	8225
9	195	8064	2.36	8259
10	203	8146	2.43	8349
11	206	8384	2.40	8590
12	191	8298	2.25	8489
13	188	8314	2.21	8502
14	274	8111	3.27	8385
15	374	8276	4.32	8650
16	392	8171	4.58	8563
17	397	8151	4.64	8548
18	322	8300	3.73	8622
19	314	8281	3.65	8595
20	335	8222	3.91	8557
21	224	7995	2.73	8219
22	215	8325	2.52	8540
23	195	8224	2.32	8419
24	212	8357	2.47	8569
25	169	8047	2.06	8216
26	190	8375	2.22	8565
27	144	7952	1.78	8096
28	177	8145	2.13	8322
29	182	7950	2.24	8132
30	167	7998	2.05	8165
31	158	7944	1.95	8102
32	164	7790	2.06	7954
33	134	7881	1.67	8015
34	150	8103	1.82	8253
35	140	7935	1.73	8075
36	144	7962	1.78	8106
37	115	7768	1.46	7883
38	148	7731	1.88	7879
39	136	7568	1.77	7704
40	137	7713	1.75	7850
41	110	7669	1.41	7779
42	163	7691	2.08	7854
43	129	7488	1.69	7617
44	159	7525	2.07	7684
45	120	7655	1.54	7775
46	138	7443	1.82	7581
47	143	7556	1.86	7699
48	131	7371	1.75	7502
49	141	7401	1.87	7542
50	151	7311	2.02	7462
51	128	7431	1.69	7559
52	169	7401	2.23	7570
53	124	7167	1.70	7291
54	144	7275	1.94	7419
55	145	7178	1.98	7323
56	129	7045	1.80	7174
57	122	7139	1.68	7261
58	130	7012	1.82	7142
59	150	6939	2.12	7089
60	146	7018	2.04	7164
61	137	6769	1.98	6906
62	136	6632	2.01	6768
63	133	6739	1.94	6872
64	139	6725	2.03	6864
65	136	6461	2.06	6597
66	129	6639	1.91	6768
67	130	6426	1.98	6556
68	136	6206	2.14	6342
