CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	128784	488523	20.86	617307
2	132963	496106	21.14	629069
3	128962	498225	20.56	627187
4	125166	479454	20.70	604620
5	129785	488997	20.97	618782
6	133481	496800	21.18	630281
7	132726	491780	21.25	624506
8	133033	495247	21.17	628280
9	132517	501946	20.89	634463
10	136179	498556	21.45	634735
11	135602	492005	21.61	627607
12	134443	496873	21.30	631316
13	133484	490141	21.40	623625
14	133776	490436	21.43	624212
15	133392	494308	21.25	627700
16	133980	495413	21.29	629393
17	133118	490504	21.35	623622
18	133601	493744	21.30	627345
19	134099	490778	21.46	624877
20	135792	492504	21.61	628296
21	134716	500845	21.20	635561
22	133093	488004	21.43	621097
23	134966	492107	21.52	627073
24	133096	494759	21.20	627855
25	133089	484041	21.57	617130
26	134013	484027	21.68	618040
27	134030	486161	21.61	620191
28	133529	480997	21.73	614526
29	135450	485388	21.82	620838
30	132445	481450	21.57	613895
31	131787	477202	21.64	608989
32	131192	474660	21.65	605852
33	132173	478226	21.65	610399
34	130741	471729	21.70	602470
35	130961	472337	21.71	603298
36	128714	470756	21.47	599470
37	126821	463751	21.47	590572
38	126802	459902	21.61	586704
39	125019	458311	21.43	583330
40	124515	454982	21.49	579497
41	124920	453676	21.59	578596
42	124672	454027	21.54	578699
43	122680	450007	21.42	572687
44	122173	445477	21.52	567650
45	119952	444689	21.24	564641
46	118685	433831	21.48	552516
47	118128	432052	21.47	550180
48	116589	427098	21.44	543687
49	116221	425457	21.46	541678
50	115828	421810	21.54	537638
51	114114	420127	21.36	534241
52	114093	414581	21.58	528674
53	110466	410488	21.20	520954
54	109244	406049	21.20	515293
55	107694	399443	21.24	507137
56	107022	392481	21.43	499503
57	104590	387877	21.24	492467
58	103107	380824	21.31	483931
59	103127	377094	21.47	480221
60	100065	372534	21.17	472599
61	99131	366283	21.30	465414
62	98596	360108	21.49	458704
63	95942	354881	21.28	450823
64	94241	350770	21.18	445011
65	93470	344529	21.34	437999
66	91815	342581	21.14	434396
67	90488	336139	21.21	426627
68	89873	330761	21.37	420634
69	87274	328606	20.99	415880
70	86046	320878	21.15	406924
71	84249	317388	20.98	401637
72	83217	311172	21.10	394389
73	82641	307870	21.16	390511
74	80163	302548	20.95	382711
75	79677	298709	21.06	378386
76	77813	291835	21.05	369648
77	76238	285188	21.09	361426
78	75601	281715	21.16	357316
79	72948	272820	21.10	345768
80	71178	268628	20.95	339806
81	69210	264473	20.74	333683
82	68153	259094	20.83	327247
83	66826	253452	20.86	320278
84	65832	248395	20.95	314227
85	64037	243866	20.80	307903
86	63170	239336	20.88	302506
87	61904	236531	20.74	298435
88	60166	231236	20.65	291402
89	59266	225698	20.80	284964
90	58536	222592	20.82	281128
91	56916	218159	20.69	275075
92	54738	213146	20.43	267884
93	54026	210787	20.40	264813
94	53239	205974	20.54	259213
95	52341	202795	20.51	255136
96	50992	199123	20.39	250115
97	49912	194334	20.44	244246
98	48877	190859	20.39	239736
99	48396	187097	20.55	235493
100	47225	182568	20.55	229793
101	45815	180687	20.23	226502
102	44398	177062	20.05	221460
103	43840	171504	20.36	215344
104	43332	169817	20.33	213149
105	42177	165627	20.30	207804
106	41224	162000	20.29	203224
107	40708	159302	20.35	200010
108	40001	154765	20.54	194766
109	39704	151520	20.76	191224
110	39030	149298	20.72	188328
111	37175	146254	20.27	183429
112	35807	142405	20.09	178212
113	35040	139563	20.07	174603
114	34111	135852	20.07	169963
115	33281	132955	20.02	166236
116	32317	130684	19.83	163001
117	31831	127445	19.98	159276
118	31053	124226	20.00	155279
119	30492	122406	19.94	152898
120	30180	119774	20.13	149954
121	29946	117681	20.28	147627
122	28925	115219	20.07	144144
123	28444	113048	20.10	141492
124	28000	110639	20.20	138639
125	27133	107589	20.14	134722
126	25817	103772	19.92	129589
127	25507	100247	20.28	125754
128	24647	99635	19.83	124282
129	24198	98012	19.80	122210
130	24225	95405	20.25	119630
131	23530	95703	19.73	119233
132	23258	95231	19.63	118489
133	22759	92177	19.80	114936
134	21737	89521	19.54	111258
135	20971	85457	19.70	106428

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	32266	872890	3.56	905156
2	28135	898605	3.04	926740
3	25755	903011	2.77	928766
4	24689	870537	2.76	895226
5	24581	872897	2.74	897478
6	24383	880444	2.69	904827
7	24221	887602	2.66	911823
8	23883	887581	2.62	911464
9	23705	879516	2.62	903221
10	23778	890410	2.60	914188
11	23162	872900	2.58	896062
12	23188	872549	2.59	895737
13	23593	884352	2.60	907945
14	23439	879936	2.59	903375
15	23353	882547	2.58	905900
16	23550	882447	2.60	905997
17	23079	876643	2.57	899722
18	23918	892478	2.61	916396
19	23196	885242	2.55	908438
20	23217	883135	2.56	906352
21	22957	878008	2.55	900965
22	23922	896067	2.60	919989
