CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	9383	45046	17.24	54429
2	9270	45432	16.95	54702
3	9184	45622	16.76	54806
4	9457	45750	17.13	55207
5	10083	48122	17.32	58205
6	10548	48157	17.97	58705
7	10617	48528	17.95	59145
8	10334	48776	17.48	59110
9	10369	48035	17.75	58404
10	10032	47726	17.37	57758
11	9996	46131	17.81	56127
12	9844	46390	17.51	56234
13	9587	46046	17.23	55633
14	9660	45770	17.43	55430
15	10072	46634	17.76	56706
16	9756	47608	17.01	57364
17	9911	46814	17.47	56725
18	9900	46769	17.47	56669
19	9993	46583	17.66	56576
20	9952	46794	17.54	56746
21	9847	46695	17.42	56542
22	9896	46454	17.56	56350
23	9785	45807	17.60	55592
24	9840	45866	17.66	55706
25	9708	45798	17.49	55506
26	9796	45416	17.74	55212
27	9715	46316	17.34	56031
28	9846	45630	17.75	55476
29	10158	45922	18.11	56080
30	9608	45528	17.43	55136
31	9541	45619	17.30	55160
32	9438	44832	17.39	54270
33	9563	44577	17.66	54140
34	9696	44566	17.87	54262
35	9630	44422	17.82	54052
36	9251	43706	17.47	52957
37	9049	43113	17.35	52162
38	9098	42967	17.47	52065
39	9092	42883	17.49	51975
40	8945	42362	17.43	51307
41	9049	41958	17.74	51007
42	8914	41655	17.63	50569
43	8879	41588	17.59	50467
44	8728	41268	17.46	49996
45	8745	40690	17.69	49435
46	8408	39885	17.41	48293
47	8443	39943	17.45	48386
48	8283	38857	17.57	47140
49	8289	38804	17.60	47093
50	8272	38815	17.57	47087
51	8370	38437	17.88	46807
52	8174	37891	17.74	46065
53	8033	37144	17.78	45177
54	7751	36632	17.46	44383
55	7897	36069	17.96	43966
56	7783	35679	17.91	43462
57	7476	35366	17.45	42842
58	7443	34527	17.73	41970
59	7137	33820	17.43	40957
60	7175	33239	17.75	40414
61	6955	32498	17.63	39453
62	6772	32105	17.42	38877
63	6638	31299	17.50	37937
64	6751	31065	17.85	37816
65	6531	30824	17.48	37355
66	6529	30042	17.85	36571
67	6272	29468	17.55	35740
68	6252	28801	17.84	35053
69	5999	28663	17.31	34662
70	5824	27866	17.29	33690
71	5856	27209	17.71	33065
72	5690	26904	17.46	32594
73	5544	26637	17.23	32181
74	5422	26062	17.22	31484
75	5462	25814	17.46	31276
76	5184	24823	17.28	30007
77	5229	24161	17.79	29390
78	5187	23783	17.90	28970
79	4865	23462	17.17	28327
80	4889	22845	17.63	27734
81	4637	22620	17.01	27257
82	4591	21854	17.36	26445
83	4543	21216	17.64	25759
84	4358	20846	17.29	25204
85	4370	20749	17.40	25119
86	4271	20197	17.46	24468
87	4129	19472	17.50	23601
88	3975	19596	16.86	23571
89	3845	18808	16.97	22653
90	3904	18535	17.40	22439
91	3849	18119	17.52	21968
92	3609	17455	17.13	21064
93	3649	17149	17.54	20798
94	3617	16574	17.91	20191
95	3349	16370	16.98	19719
96	3289	16016	17.04	19305
97	3190	15693	16.89	18883
98	3210	15465	17.19	18675
99	3192	14917	17.63	18109
100	2994	14728	16.89	17722
101	3057	14349	17.56	17406
102	2856	14181	16.76	17037
103	2823	13699	17.09	16522
104	2709	13569	16.64	16278
105	2697	13119	17.05	15816
106	2626	12724	17.11	15350
107	2529	12592	16.73	15121
108	2475	12180	16.89	14655
109	2433	11998	16.86	14431
110	2446	11779	17.20	14225
111	2283	11497	16.57	13780
112	2266	11276	16.73	13542
113	2115	10826	16.34	12941
114	2050	10668	16.12	12718
115	2051	10476	16.37	12527
116	2071	10142	16.96	12213
117	1966	9783	16.73	11749
118	1961	9588	16.98	11549
119	1848	9553	16.21	11401
120	1862	9101	16.98	10963
121	1774	9073	16.35	10847
122	1803	8859	16.91	10662
123	1715	8507	16.78	10222
124	1628	8371	16.28	9999
125	1566	8116	16.17	9682
126	1545	7801	16.53	9346
127	1581	7609	17.20	9190
128	1484	7555	16.42	9039
129	1470	7302	16.76	8772
130	1350	7166	15.85	8516
131	1447	7149	16.83	8596
132	1446	6985	17.15	8431
133	1357	6987	16.26	8344
134	1301	6518	16.64	7819
135	1253	6576	16.00	7829

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1772	78675	2.20	80447
2	1251	80435	1.53	81686
3	1091	80138	1.34	81229
4	854	81395	1.04	82249
5	861	81864	1.04	82725
6	777	83268	0.92	84045
7	729	83941	0.86	84670
8	748	83384	0.89	84132
9	761	81451	0.93	82212
10	758	81739	0.92	82497
11	691	80406	0.85	81097
12	782	80047	0.97	80829
13	716	81127	0.87	81843
14	754	82054	0.91	82808
15	802	83562	0.95	84364
16	801	83583	0.95	84384
17	826	82707	0.99	83533
18	799	83938	0.94	84737
19	808	82632	0.97	83440
20	837	82361	1.01	83198
21	801	82156	0.97	82957
22	754	84019	0.89	84773
23	833	81681	1.01	82514
24	816	83029	0.97	83845
25	887	80792	1.09	81679
26	856	81094	1.04	81950
27	825	82221	0.99	83046
28	905	82516	1.08	83421
29	892	80109	1.10	81001
30	879	81543	1.07	82422
31	1026	79888	1.27	80914
32	998	79778	1.24	80776
33	996	79039	1.24	80035
34	1003	79154	1.25	80157
35	1027	78145	1.30	79172
36	1056	78311	1.33	79367
37	982	76471	1.27	77453
38	1065	76922	1.37	77987
39	1116	75729	1.45	76845
40	1106	75539	1.44	76645
41	1129	74248	1.50	75377
42	1153	75132	1.51	76285
43	1158	73391	1.55	74549
44	1199	72589	1.62	73788
45	1154	72005	1.58	73159
46	1239	72360	1.68	73599
47	1211	70160	1.70	71371
48	1229	69983	1.73	71212
49	1224	68677	1.75	69901
50	1273	68433	1.83	69706
51	1201	67304	1.75	68505
52	1221	66984	1.79	68205
53	1236	65456	1.85	66692
54	1271	64313	1.94	65584
55	1281	63700	1.97	64981
56	1309	62289	2.06	63598
57	1311	61231	2.10	62542
