CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	145080	379692	27.65	524772
2	140999	550841	20.38	691840
3	104119	730570	12.47	834689
4	98868	571583	14.75	670451
5	85776	682987	11.16	768763
6	65527	513647	11.31	579174
7	68633	472857	12.67	541490
8	81451	524091	13.45	605542
9	85943	522394	14.13	608337
10	84626	508340	14.27	592966
11	92842	525642	15.01	618484
12	100724	524655	16.11	625379
13	97465	526204	15.63	623669
14	96100	525601	15.46	621701
15	99205	529343	15.78	628548
16	96843	528600	15.48	625443
17	97995	529950	15.61	627945
18	96507	543805	15.07	640312
19	96628	523461	15.58	620089
20	99449	540091	15.55	639540
21	102053	546983	15.72	649036
22	103914	544124	16.04	648038
23	103663	547527	15.92	651190
24	103121	553334	15.71	656455
25	104183	548637	15.96	652820
26	102767	538788	16.02	641555
27	102182	543529	15.82	645711
28	102394	535941	16.04	638335
29	102190	538307	15.95	640497
30	101236	543051	15.71	644287
31	101526	543011	15.75	644537
32	101325	540130	15.80	641455
33	101245	542622	15.72	643867
34	101012	537451	15.82	638463
35	101434	536678	15.90	638112
36	100322	545189	15.54	645511
37	100774	530167	15.97	630941
38	100359	531935	15.87	632294
39	99129	533535	15.67	632664
40	98637	522528	15.88	621165
41	98819	522497	15.90	621316
42	98109	522113	15.82	620222
43	97457	514015	15.94	611472
44	99354	519051	16.07	618405
45	96793	511269	15.92	608062
46	95100	503648	15.88	598748
47	94471	499809	15.90	594280
48	93661	502902	15.70	596563
49	93305	495095	15.86	588400
50	91647	492642	15.69	584289
51	89946	488952	15.54	578898
52	87848	480758	15.45	568606
53	87691	472730	15.65	560421
54	86566	469125	15.58	555691
55	85171	464115	15.51	549286
56	85379	458047	15.71	543426
57	84220	456197	15.58	540417
58	82598	450065	15.51	532663
59	81719	444137	15.54	525856
60	79795	439716	15.36	519511
61	78953	428572	15.56	507525
62	77590	420748	15.57	498338
63	75928	417252	15.40	493180
64	75745	410847	15.57	486592
65	74068	403292	15.52	477360
66	73010	401848	15.38	474858
67	72262	391194	15.59	463456
68	70358	387700	15.36	458058
69	68874	380524	15.33	449398
70	67948	372016	15.44	439964
71	66232	361461	15.49	427693
72	64595	356368	15.34	420963
73	63355	348279	15.39	411634
74	61633	341341	15.29	402974
75	60808	335974	15.33	396782
76	59800	330185	15.33	389985
77	57658	321423	15.21	379081
78	56677	314954	15.25	371631
79	55811	308903	15.30	364714
80	54624	305902	15.15	360526
81	53209	299573	15.08	352782
82	52125	292140	15.14	344265
83	51862	287239	15.29	339101
84	49865	282017	15.02	331882
85	48464	273870	15.04	322334
86	47257	268994	14.94	316251
87	46410	261810	15.06	308220
88	45589	256842	15.07	302431
89	44017	251880	14.88	295897
90	42544	246962	14.70	289506
91	42418	237890	15.13	280308
92	40971	232528	14.98	273499
93	40058	227687	14.96	267745
94	38576	217972	15.04	256548
95	37181	212561	14.89	249742
96	36251	209963	14.72	246214
97	35257	202778	14.81	238035
98	33850	197926	14.60	231776
99	33267	193209	14.69	226476
100	32307	186338	14.78	218645
101	31672	182218	14.81	213890
102	30616	178907	14.61	209523
103	29633	171949	14.70	201582
104	28862	167753	14.68	196615
105	28509	163428	14.85	191937
106	27534	158659	14.79	186193
107	26425	154697	14.59	181122
108	25799	152266	14.49	178065
109	25067	147062	14.56	172129
110	24668	143500	14.67	168168
111	23529	139803	14.41	163332
112	22876	134709	14.52	157585
113	22560	132254	14.57	154814
114	21961	129524	14.50	151485
115	21309	124904	14.57	146213
116	20597	121829	14.46	142426
117	19911	118732	14.36	138643
118	19119	115123	14.24	134242
119	18528	112496	14.14	131024
120	18272	108470	14.42	126742
121	17591	105814	14.25	123405
122	17415	102701	14.50	120116
123	16562	99801	14.23	116363
124	16335	96708	14.45	113043
125	15971	94249	14.49	110220
126	15353	91446	14.38	106799
127	14735	88587	14.26	103322
128	14361	85835	14.33	100196
129	13634	83617	14.02	97251
130	13470	80985	14.26	94455
131	13122	79010	14.24	92132
132	12501	76075	14.11	88576
133	12201	73980	14.16	86181
134	11798	72236	14.04	84034
135	11523	69895	14.15	81418
136	11271	68089	14.20	79360
137	10849	65723	14.17	76572
138	10452	64610	13.92	75062
139	10373	62362	14.26	72735
140	10094	60557	14.29	70651
141	9615	58620	14.09	68235
142	9106	56852	13.81	65958
143	9014	55334	14.01	64348
144	8692	53997	13.87	62689
145	8273	52616	13.59	60889
146	8194	51664	13.69	59858
147	8022	50627	13.68	58649
148	7961	49179	13.93	57140
149	7587	46887	13.93	54474
150	7153	45835	13.50	52988

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	198371	1515896	11.57	1714267
2	116679	654168	15.14	770847
3	77486	913046	7.82	990532
4	59966	736974	7.52	796940
5	19821	1003463	1.94	1023284
6	17427	1154300	1.49	1171727
7	14926	835565	1.75	850491
8	14831	848043	1.72	862874
9	14175	862590	1.62	876765
10	14566	839951	1.70	854517
11	18153	841879	2.11	860032
12	12868	881259	1.44	894127
13	12367	889249	1.37	901616
14	11599	867415	1.32	879014
15	11825	858368	1.36	870193
16	11499	861174	1.32	872673
17	10933	880252	1.23	891185
18	10637	883478	1.19	894115
19	10205	874073	1.15	884278
20	10248	880011	1.15	890259
21	10585	888635	1.18	899220
22	10540	900850	1.16	911390
23	10268	899257	1.13	909525
24	10412	891444	1.15	901856
25	10501	903270	1.15	913771
26	10433	884914	1.17	895347
27	10455	886150	1.17	896605
28	10421	896371	1.15	906792
29	10421	896545	1.15	906966
30	10535	902422	1.15	912957
31	10487	900545	1.15	911032
32	10624	891764	1.18	902388
33	10825	907930	1.18	918755
34	10594	899563	1.16	910157
35	10539	898783	1.16	909322
36	10613	886744	1.18	897357
37	10863	906231	1.18	917094
38	10805	888443	1.20	899248
39	10872	896914	1.20	907786
40	10642	880399	1.19	891041
41	10889	882262	1.22	893151
42	11038	877226	1.24	888264
43	11090	877599	1.25	888689
44	10803	860081	1.24	870884
45	11313	863612	1.29	874925
46	11358	851142	1.32	862500
47	11216	837952	1.32	849168
48	11480	832393	1.36	843873
49	11672	832293	1.38	843965
50	11553	819637	1.39	831190
51	11514	810974	1.40	822488
52	11589	807315	1.42	818904
53	11664	803056	1.43	814720
54	11828	785106	1.48	796934
55	11840	786300	1.48	798140
56	11570	767134	1.49	778704
57	11891	766937	1.53	778828
58	11951	752057	1.56	764008
59	11904	742215	1.58	754119
60	11738	733696	1.57	745434
61	11901	732974	1.60	744875
62	11600	709292	1.61	720892
63	11788	701758	1.65	713546
64	11559	689759	1.65	701318
65	11344	682795	1.63	694139
66	11544	671029	1.69	682573
67	11240	666787	1.66	678027
68	11161	648409	1.69	659570
69	11172	640785	1.71	651957
70	11014	627885	1.72	638899
71	10937	613079	1.75	624016
72	11027	600308	1.80	611335
73	10738	593969	1.78	604707
74	10644	580816	1.80	591460
75	10670	569088	1.84	579758
76	10376	559721	1.82	570097
77	10323	545887	1.86	556210
78	10200	533238	1.88	543438
79	9984	522574	1.87	532558
80	9867	508082	1.91	517949
81	9860	502223	1.93	512083
82	9684	487978	1.95	497662
83	9414	472824	1.95	482238
84	9170	464106	1.94	473276
85	9287	457658	1.99	466945
86	8900	443497	1.97	452397
87	8815	434928	1.99	443743
88	8726	423467	2.02	432193
89	8469	415729	2.00	424198
90	8323	408031	2.00	416354
91	8351	396052	2.07	404403
92	8021	383049	2.05	391070
93	8111	375748	2.11	383859
94	7860	366737	2.10	374597
95	7611	353350	2.11	360961
96	7450	345598	2.11	353048
97	7305	337095	2.12	344400
98	7199	325936	2.16	333135
99	6957	319304	2.13	326261
100	6871	310401	2.17	317272
101	6723	303614	2.17	310337
102	6436	298586	2.11	305022
103	6350	286260	2.17	292610
104	6186	276688	2.19	282874
105	5984	270633	2.16	276617
106	5937	262522	2.21	268459
107	5667	255282	2.17	260949
108	5645	248133	2.22	253778
109	5621	242845	2.26	248466
110	5472	234978	2.28	240450
111	5193	228646	2.22	233839
112	5148	223462	2.25	228610
113	5001	216148	2.26	221149
114	4853	209991	2.26	214844
115	4791	204835	2.29	209626
116	4573	198199	2.26	202772
117	4552	193640	2.30	198192
118	4603	187395	2.40	191998
119	4247	181073	2.29	185320
120	4337	177305	2.39	181642
121	4062	172745	2.30	176807
122	3985	166540	2.34	170525
123	4063	163310	2.43	167373
124	3770	158202	2.33	161972
125	3734	153390	2.38	157124
126	3695	148306	2.43	152001
127	3477	145703	2.33	149180
128	3458	141211	2.39	144669
129	3389	137635	2.40	141024
130	3322	132005	2.45	135327
131	3190	128262	2.43	131452
132	3132	125567	2.43	128699
133	3047	121802	2.44	124849
134	2907	117409	2.42	120316
135	2900	114777	2.46	117677
136	2705	111375	2.37	114080
137	2734	109297	2.44	112031
138	2560	104305	2.40	106865
139	2584	102342	2.46	104926
140	2474	99175	2.43	101649
141	2381	95820	2.42	98201
142	2371	92991	2.49	95362
143	2222	89937	2.41	92159
144	2219	87882	2.46	90101
145	2152	85732	2.45	87884
146	2166	83053	2.54	85219
147	1989	81562	2.38	83551
148	2082	79033	2.57	81115
149	2207	77623	2.76	79830
150	2107	75424	2.72	77531

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	580522	1714229	25.30	2294751
2	433486	2137748	16.86	2571234
3	330400	2119266	13.49	2449666
4	302342	2001608	13.12	2303950
5	158199	2392958	6.20	2551157
6	129384	2609823	4.72	2739207
7	130109	2924629	4.26	3054738
8	120823	2937458	3.95	3058281
9	113510	2764502	3.94	2878012
10	105606	2705416	3.76	2811022
11	112280	2676820	4.03	2789100
12	99038	2675668	3.57	2774706
13	101326	2702539	3.61	2803865
14	96769	2662225	3.51	2758994
15	100582	2620171	3.70	2720753
16	96314	2620352	3.55	2716666
17	97154	2599538	3.60	2696692
18	89308	2615201	3.30	2704509
19	96441	2615278	3.56	2711719
20	90784	2648875	3.31	2739659
21	90761	2615254	3.35	2706015
22	87765	2637276	3.22	2725041
23	91501	2651140	3.34	2742641
24	83359	2632797	3.07	2716156
25	88376	2659611	3.22	2747987
26	84122	2680206	3.04	2764328
27	85376	2692225	3.07	2777601
28	80883	2735559	2.87	2816442
29	84012	2746646	2.97	2830658
30	77929	2736735	2.77	2814664
31	80306	2733767	2.85	2814073
32	75677	2715253	2.71	2790930
33	74706	2719702	2.67	2794408
34	70599	2716003	2.53	2786602
35	71653	2704501	2.58	2776154
36	64941	2710465	2.34	2775406
37	67745	2716129	2.43	2783874
38	63663	2699913	2.30	2763576
39	65138	2678847	2.37	2743985
40	59795	2666109	2.19	2725904
41	62195	2691821	2.26	2754016
42	57460	2658042	2.12	2715502
43	61159	2650729	2.26	2711888
44	58059	2648864	2.14	2706923
45	59047	2638854	2.19	2697901
46	57057	2623676	2.13	2680733
47	59581	2612266	2.23	2671847
48	54661	2576424	2.08	2631085
49	56700	2567677	2.16	2624377
50	55513	2555128	2.13	2610641
51	56695	2530268	2.19	2586963
52	53754	2502518	2.10	2556272
53	55085	2479074	2.17	2534159
54	52398	2445054	2.10	2497452
55	53346	2414915	2.16	2468261
56	51786	2398429	2.11	2450215
57	52288	2356637	2.17	2408925
58	51117	2337108	2.14	2388225
59	52713	2308869	2.23	2361582
60	48820	2256462	2.12	2305282
61	49273	2228566	2.16	2277839
62	48077	2208874	2.13	2256951
63	47733	2155818	2.17	2203551
64	46410	2125981	2.14	2172391
65	47540	2092197	2.22	2139737
66	44974	2063301	2.13	2108275
67	45958	2039983	2.20	2085941
68	43882	1995515	2.15	2039397
69	43624	1971839	2.16	2015463
70	43293	1941441	2.18	1984734
71	43668	1895839	2.25	1939507
72	41738	1862176	2.19	1903914
73	41644	1837364	2.22	1879008
74	40975	1810901	2.21	1851876
75	40231	1765452	2.23	1805683
76	39017	1725149	2.21	1764166
77	39375	1697001	2.27	1736376
78	38058	1670875	2.23	1708933
79	38128	1630385	2.29	1668513
80	37024	1590687	2.27	1627711
81	35999	1557899	2.26	1593898
82	35440	1526161	2.27	1561601
83	35652	1486694	2.34	1522346
84	33728	1447755	2.28	1481483
85	33701	1414256	2.33	1447957
86	32649	1389288	2.30	1421937
87	32242	1354654	2.32	1386896
88	31330	1325330	2.31	1356660
89	31794	1295501	2.40	1327295
90	30491	1261843	2.36	1292334
91	30278	1234596	2.39	1264874
92	29610	1205717	2.40	1235327
93	28599	1176434	2.37	1205033
94	28334	1151763	2.40	1180097
95	27854	1124908	2.42	1152762
96	27134	1099318	2.41	1126452
97	26746	1075219	2.43	1101965
98	26350	1041697	2.47	1068047
99	25829	1010792	2.49	1036621
100	25067	988030	2.47	1013097
101	24376	963455	2.47	987831
102	23544	943286	2.44	966830
103	23384	920487	2.48	943871
104	22770	895632	2.48	918402
105	22531	874503	2.51	897034
106	21622	847021	2.49	868643
107	21639	819918	2.57	841557
108	20677	800878	2.52	821555
109	20623	777084	2.59	797707
110	19887	758177	2.56	778064
111	19265	742669	2.53	761934
112	18897	722673	2.55	741570
113	18319	700839	2.55	719158
114	18131	684049	2.58	702180
115	17552	664847	2.57	682399
116	17167	643913	2.60	661080
117	16707	627217	2.59	643924
118	16345	609454	2.61	625799
119	16148	592797	2.65	608945
120	15740	576903	2.66	592643
121	15257	560020	2.65	575277
122	14846	544405	2.65	559251
123	14363	526826	2.65	541189
124	14144	512057	2.69	526201
125	13561	497787	2.65	511348
126	13135	485543	2.63	498678
127	12770	470854	2.64	483624
128	12608	457692	2.68	470300
129	12252	444032	2.69	456284
130	11931	432508	2.68	444439
131	11806	419994	2.73	431800
132	11202	409300	2.66	420502
133	11022	397267	2.70	408289
134	10775	386107	2.71	396882
135	10442	375609	2.70	386051
136	10360	365174	2.76	375534
137	9987	355821	2.73	365808
138	9746	345948	2.74	355694
139	9426	335243	2.73	344669
140	9074	325301	2.71	334375
141	8881	315759	2.74	324640
142	8797	306255	2.79	315052
143	8449	296890	2.77	305339
144	8119	289589	2.73	297708
145	8101	282439	2.79	290540
146	7765	276494	2.73	284259
147	7771	270586	2.79	278357
148	7892	262720	2.92	270612
149	8217	257534	3.09	265751
150	8021	249030	3.12	257051

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	9867	34406	22.29	44273
2	9403	48733	16.17	58136
3	6826	62318	9.87	69144
4	6213	47127	11.65	53340
5	5220	59619	8.05	64839
6	3910	39151	9.08	43061
7	4110	35306	10.43	39416
8	4512	37214	10.81	41726
9	4709	35844	11.61	40553
10	4480	34220	11.58	38700
11	5042	34020	12.91	39062
12	5754	33384	14.70	39138
13	5012	32386	13.40	37398
14	4604	31337	12.81	35941
15	4602	30282	13.19	34884
16	4473	29987	12.98	34460
17	4678	30738	13.21	35416
18	4329	28853	13.05	33182
19	4152	27161	13.26	31313
20	3964	27617	12.55	31581
21	4019	26431	13.20	30450
22	4119	26482	13.46	30601
23	3935	24934	13.63	28869
24	3736	24828	13.08	28564
25	3812	24483	13.47	28295
26	3481	23568	12.87	27049
27	3445	22714	13.17	26159
28	3354	21922	13.27	25276
29	3287	21594	13.21	24881
30	3200	21234	13.10	24434
31	3148	20332	13.41	23480
32	3070	19721	13.47	22791
33	2874	19666	12.75	22540
34	2824	18960	12.96	21784
35	2785	18539	13.06	21324
36	2653	18758	12.39	21411
37	2598	17027	13.24	19625
38	2501	16529	13.14	19030
39	2493	16322	13.25	18815
40	2456	15423	13.74	17879
41	2435	15641	13.47	18076
42	2387	15259	13.53	17646
43	2279	14862	13.30	17141
44	2361	14173	14.28	16534
45	2061	13921	12.90	15982
46	2024	13763	12.82	15787
47	2000	13192	13.16	15192
48	1904	13012	12.76	14916
49	1891	12192	13.43	14083
50	1857	12314	13.10	14171
51	1758	11790	12.98	13548
