CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	104910	205150	33.84	310060
2	112446	319904	26.01	432350
3	83577	398459	17.34	482036
4	66868	390676	14.61	457544
5	90810	398614	18.55	489424
6	64739	289705	18.26	354444
7	69599	267657	20.64	337256
8	83461	293177	22.16	376638
9	86950	298040	22.59	384990
10	84806	284378	22.97	369184
11	101041	293901	25.58	394942
12	122752	293520	29.49	416272
13	110919	295858	27.27	406777
14	92291	294360	23.87	386651
15	91887	292913	23.88	384800
16	92132	292328	23.96	384460
17	95723	304652	23.91	400375
18	91909	301526	23.36	393435
19	92447	300589	23.52	393036
20	96446	312138	23.60	408584
21	100645	315391	24.19	416036
22	99821	310325	24.34	410146
23	98841	311738	24.07	410579
24	98743	312413	24.02	411156
25	99780	309426	24.38	409206
26	98557	304023	24.48	402580
27	97292	306626	24.09	403918
28	97064	303982	24.20	401046
29	97406	304555	24.23	401961
30	97123	306350	24.07	403473
31	98171	307995	24.17	406166
32	98887	306033	24.42	404920
33	98482	305596	24.37	404078
34	99254	305478	24.52	404732
35	98876	304004	24.54	402880
36	98451	308982	24.16	407433
37	98291	303026	24.49	401317
38	99297	306169	24.49	405466
39	97769	307332	24.13	405101
40	97109	299896	24.46	397005
41	98853	300930	24.73	399783
42	98199	303136	24.47	401335
43	98004	299004	24.69	397008
44	99186	301914	24.73	401100
45	96870	298976	24.47	395846
46	96955	298039	24.55	394994
47	96392	294449	24.66	390841
48	97122	296327	24.68	393449
49	95925	292560	24.69	388485
50	96285	293944	24.67	390229
51	94890	292566	24.49	387456
52	93001	288110	24.40	381111
53	93384	285705	24.63	379089
54	92248	284312	24.50	376560
55	92019	282110	24.60	374129
56	92239	281031	24.71	373270
57	91644	282186	24.51	373830
58	91028	279091	24.59	370119
59	90272	277919	24.52	368191
60	89278	274594	24.54	363872
61	88227	269954	24.63	358181
62	87899	270373	24.53	358272
63	87285	267814	24.58	355099
64	86911	265420	24.67	352331
65	85895	263397	24.59	349292
66	85402	261745	24.60	347147
67	85499	258399	24.86	343898
68	83622	256625	24.58	340247
69	82911	254589	24.57	337500
70	81813	249519	24.69	331332
71	81398	246487	24.83	327885
72	79666	244572	24.57	324238
73	79247	239435	24.87	318682
74	78237	237748	24.76	315985
75	77599	234463	24.87	312062
76	76490	231761	24.81	308251
77	75515	228126	24.87	303641
78	73782	224515	24.73	298297
79	73617	221027	24.99	294644
80	72368	219267	24.81	291635
81	71281	216799	24.74	288080
82	70756	213656	24.88	284412
83	69576	210500	24.84	280076
84	68580	208848	24.72	277428
85	67211	205310	24.66	272521
86	66818	201972	24.86	268790
87	65390	198661	24.76	264051
88	64862	196764	24.79	261626
89	63872	194046	24.76	257918
90	62614	192689	24.53	255303
91	62162	186675	24.98	248837
92	60370	182906	24.82	243276
93	59632	182054	24.67	241686
94	57981	176290	24.75	234271
95	57191	174960	24.64	232151
96	56230	171627	24.68	227857
97	54880	168245	24.60	223125
98	54301	165161	24.74	219462
99	53452	162872	24.71	216324
100	52052	159171	24.64	211223
101	51691	157095	24.76	208786
102	50352	155145	24.50	205497
103	49454	151487	24.61	200941
104	48668	147864	24.76	196532
105	47895	146707	24.61	194602
106	47058	142940	24.77	189998
107	45658	140350	24.55	186008
108	44836	138679	24.43	183515
109	44112	135904	24.50	180016
110	43774	133867	24.64	177641
111	42832	131652	24.55	174484
112	41926	128009	24.67	169935
113	41089	126407	24.53	167496
114	40554	124534	24.57	165088
115	39601	120324	24.76	159925
116	39046	119646	24.60	158692
117	38227	118022	24.47	156249
118	36946	115724	24.20	152670
119	36715	113446	24.45	150161
120	36169	111038	24.57	147207
121	35514	108816	24.61	144330
122	34863	107231	24.54	142094
123	34407	105182	24.65	139589
124	33944	103136	24.76	137080
125	33894	102114	24.92	136008
126	32285	99192	24.56	131477
127	31083	96154	24.43	127237
128	30525	94492	24.42	125017
129	29735	92118	24.40	121853
130	29699	91107	24.58	120806
131	29199	89017	24.70	118216
132	28111	87552	24.30	115663
133	27790	85093	24.62	112883
134	27220	83748	24.53	110968
135	26580	82439	24.38	109019
136	26106	79681	24.68	105787
137	25707	79181	24.51	104888
138	25104	78319	24.27	103423
139	24862	76941	24.42	101803
140	24434	74717	24.64	99151
141	22569	72843	23.65	95412
142	22355	70972	23.95	93327
143	21784	69607	23.84	91391
144	21163	68733	23.54	89896
145	21072	67163	23.88	88235
146	21140	66824	24.03	87964
147	21019	66636	23.98	87655
148	19900	63898	23.75	83798
149	18943	62234	23.34	81177
150	18499	60236	23.50	78735

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	187910	917894	16.99	1105804
2	118198	371497	24.14	489695
3	113245	520043	17.88	633288
4	72125	473756	13.21	545881
5	48179	659364	6.81	707543
6	31420	735132	4.10	766552
7	26632	524656	4.83	551288
8	29510	536471	5.21	565981
9	27559	545898	4.81	573457
10	33339	526996	5.95	560335
11	52097	528044	8.98	580141
12	29455	543915	5.14	573370
13	29439	563289	4.97	592728
14	24815	561061	4.24	585876
15	26422	542989	4.64	569411
16	28869	540844	5.07	569713
17	25536	564816	4.33	590352
18	27454	586970	4.47	614424
19	25923	559522	4.43	585445
20	26500	565246	4.48	591746
21	26502	569301	4.45	595803
22	25786	578451	4.27	604237
23	25238	578282	4.18	603520
24	24785	562283	4.22	587068
25	25026	569154	4.21	594180
26	24494	559702	4.19	584196
27	24770	561681	4.22	586451
28	24793	569550	4.17	594343
29	24621	570423	4.14	595044
30	24617	571796	4.13	596413
31	25058	572901	4.19	597959
32	24534	567875	4.14	592409
33	25413	579277	4.20	604690
34	24859	569986	4.18	594845
35	25028	569029	4.21	594057
36	24695	565044	4.19	589739
37	25539	578567	4.23	604106
38	25070	566433	4.24	591503
39	24956	573181	4.17	598137
40	24893	565820	4.21	590713
41	25011	570759	4.20	595770
42	24587	563993	4.18	588580
43	25193	567407	4.25	592600
44	24708	557528	4.24	582236
45	24956	564559	4.23	589515
46	24896	557144	4.28	582040
47	25016	553157	4.33	578173
48	25261	550674	4.39	575935
49	25640	557231	4.40	582871
50	25256	548178	4.40	573434
51	25452	547423	4.44	572875
52	25112	542624	4.42	567736
53	25677	543320	4.51	568997
54	25442	533961	4.55	559403
55	25483	538252	4.52	563735
56	25418	529474	4.58	554892
57	25565	531174	4.59	556739
58	25630	521159	4.69	546789
59	25651	518247	4.72	543898
60	25556	514208	4.73	539764
61	25794	516270	4.76	542064
62	25501	506423	4.79	531924
63	25254	503066	4.78	528320
64	25147	496756	4.82	521903
65	25236	495184	4.85	520420
66	25428	489848	4.93	515276
67	25200	490260	4.89	515460
68	24792	476511	4.95	501303
69	25114	477326	5.00	502440
70	25087	471639	5.05	496726
71	25035	464001	5.12	489036
72	24548	457866	5.09	482414
73	24607	454902	5.13	479509
74	24138	445063	5.14	469201
75	24485	443806	5.23	468291
76	24435	435472	5.31	459907
77	24035	429806	5.30	453841
78	23885	423319	5.34	447204
79	23963	420845	5.39	444808
80	23510	411396	5.41	434906
81	23665	410098	5.46	433763
82	23211	401076	5.47	424287
83	22935	394375	5.50	417310
84	22676	386930	5.54	409606
85	22748	386489	5.56	409237
86	22625	377760	5.65	400385
87	22679	372897	5.73	395576
88	22367	366650	5.75	389017
89	22197	361008	5.79	383205
90	21704	356395	5.74	378099
91	21838	350822	5.86	372660
92	21240	345283	5.79	366523
93	21490	340846	5.93	362336
94	21048	342119	5.80	363167
95	20782	324838	6.01	345620
96	20381	319582	6.00	339963
97	20132	315654	6.00	335786
98	19837	308524	6.04	328361
99	19886	302312	6.17	322198
100	19517	297924	6.15	317441
101	19309	296662	6.11	315971
102	19286	294494	6.15	313780
103	18759	282472	6.23	301231
104	18271	274216	6.25	292487
105	18251	270103	6.33	288354
106	17999	264630	6.37	282629
107	17687	260100	6.37	277787
108	17321	254278	6.38	271599
109	17382	251149	6.47	268531
110	16980	244819	6.49	261799
111	16846	241988	6.51	258834
112	16709	237311	6.58	254020
113	16473	232350	6.62	248823
114	16223	228174	6.64	244397
115	15823	222332	6.64	238155
116	15420	217853	6.61	233273
117	15327	215084	6.65	230411
118	15240	210025	6.77	225265
119	15036	205810	6.81	220846
120	14525	202465	6.69	216990
121	14566	198181	6.85	212747
122	14455	194195	6.93	208650
123	14002	191168	6.82	205170
124	13756	186666	6.86	200422
125	13585	182503	6.93	196088
126	13262	179481	6.88	192743
127	13350	176970	7.01	190320
128	13200	172907	7.09	186107
129	12892	168723	7.10	181615
130	12533	164846	7.07	177379
131	12298	161850	7.06	174148
132	12093	158424	7.09	170517
133	12174	155164	7.28	167338
134	11709	152087	7.15	163796
135	11658	148321	7.29	159979
136	11489	144960	7.34	156449
137	11083	143176	7.18	154259
138	10761	139112	7.18	149873
139	10646	136354	7.24	147000
140	10427	133004	7.27	143431
141	9964	131157	7.06	141121
142	9698	128013	7.04	137711
143	9469	125059	7.04	134528
144	9314	122953	7.04	132267
145	9110	120763	7.01	129873
146	8927	118216	7.02	127143
147	8537	115634	6.88	124171
148	8509	113737	6.96	122246
149	8448	112017	7.01	120465
150	8293	108739	7.09	117032

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	440680	935280	32.03	1375960
2	406726	1247361	24.59	1654087
3	320436	1133519	22.04	1453955
4	259602	1185422	17.97	1445024
5	219697	1434275	13.28	1653972
6	176977	1619086	9.85	1796063
7	176267	1889075	8.53	2065342
8	184770	1914379	8.80	2099149
9	159418	1815666	8.07	1975084
10	144933	1763940	7.59	1908873
11	170910	1708192	9.10	1879102
12	156508	1722599	8.33	1879107
13	157464	1759823	8.21	1917287
14	147026	1768911	7.67	1915937
15	163992	1773415	8.46	1937407
16	165359	1730823	8.72	1896182
17	154478	1728499	8.20	1882977
18	147171	1736609	7.81	1883780
19	162505	1753505	8.48	1916010
20	153894	1767333	8.01	1921227
21	159691	1735979	8.42	1895670
22	149811	1749061	7.89	1898872
23	158749	1760163	8.27	1918912
24	146153	1750574	7.71	1896727
25	154865	1766574	8.06	1921439
26	145300	1776016	7.56	1921316
27	151381	1781651	7.83	1933032
28	142846	1805467	7.33	1948313
29	152239	1811897	7.75	1964136
30	142740	1813236	7.30	1955976
31	150494	1806251	7.69	1956745
32	142168	1785613	7.37	1927781
33	147076	1778088	7.64	1925164
34	138805	1784121	7.22	1922926
35	146085	1772444	7.61	1918529
36	136811	1779329	7.14	1916140
37	142457	1787461	7.38	1929918
38	136809	1783306	7.13	1920115
39	140790	1770798	7.37	1911588
40	133267	1773464	6.99	1906731
41	139782	1793040	7.23	1932822
42	131146	1774736	6.88	1905882
43	137670	1769410	7.22	1907080
44	131572	1771828	6.91	1903400
45	134375	1767637	7.06	1902012
46	130541	1761057	6.90	1891598
47	135478	1756220	7.16	1891698
48	127382	1739358	6.82	1866740
49	131542	1737242	7.04	1868784
50	128253	1740973	6.86	1869226
51	131451	1730343	7.06	1861794
52	125271	1720571	6.79	1845842
53	128290	1714657	6.96	1842947
54	123713	1700186	6.78	1823899
55	126419	1685870	6.98	1812289
56	123313	1685422	6.82	1808735
57	123257	1666911	6.89	1790168
58	121778	1679444	6.76	1801222
59	124765	1664883	6.97	1789648
60	117652	1627412	6.74	1745064
61	118804	1613961	6.86	1732765
