CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	28455	109391	20.64	137846
2	29423	111984	20.81	141407
3	27889	111770	19.97	139659
4	27593	108490	20.28	136083
5	29057	112531	20.52	141588
6	30604	114202	21.13	144806
7	30799	113052	21.41	143851
8	30061	114092	20.85	144153
9	29794	114976	20.58	144770
10	30671	114112	21.18	144783
11	29866	111520	21.12	141386
12	29343	111286	20.87	140629
13	29451	111097	20.95	140548
14	29504	111166	20.97	140670
15	29859	112149	21.03	142008
16	29446	112511	20.74	141957
17	29280	111493	20.80	140773
18	29615	112262	20.87	141877
19	29506	111164	20.98	140670
20	29815	111320	21.13	141135
21	29561	113010	20.73	142571
22	29654	111601	20.99	141255
23	29291	111388	20.82	140679
24	29721	111867	20.99	141588
25	29659	110098	21.22	139757
26	29794	110285	21.27	140079
27	29211	110898	20.85	140109
28	29617	111260	21.02	140877
29	30498	111411	21.49	141909
30	29505	110889	21.02	140394
31	29339	109941	21.06	139280
32	29028	109736	20.92	138764
33	29249	110893	20.87	140142
34	29249	109297	21.11	138546
35	29311	109411	21.13	138722
36	28764	109099	20.86	137863
37	28040	107258	20.72	135298
38	28123	107068	20.80	135191
39	28144	107062	20.82	135206
40	27998	105650	20.95	133648
41	28133	105685	21.02	133818
42	28303	105790	21.11	134093
43	27879	105770	20.86	133649
44	27324	104911	20.66	132235
45	27170	104189	20.68	131359
46	27242	102631	20.98	129873
47	26774	102607	20.69	129381
48	26666	101555	20.80	128221
49	26618	101651	20.75	128269
50	26557	100776	20.86	127333
51	26735	101343	20.87	128078
52	26840	101270	20.95	128110
53	26344	99860	20.87	126204
54	25620	99201	20.53	124821
55	25298	97356	20.63	122654
56	25365	96921	20.74	122286
57	25402	96118	20.90	121520
58	24515	95683	20.40	120198
59	24564	93821	20.75	118385
60	24356	93529	20.66	117885
61	24099	92468	20.67	116567
62	23948	90877	20.86	114825
63	23487	90046	20.69	113533
64	23459	89511	20.77	112970
65	22821	89012	20.41	111833
66	22752	88035	20.54	110787
67	22390	86335	20.59	108725
68	22540	86523	20.67	109063
69	22131	85461	20.57	107592
70	21417	83497	20.41	104914
71	21331	82589	20.53	103920
72	21102	82438	20.38	103540
73	20800	82176	20.20	102976
74	20439	80543	20.24	100982
75	20545	79985	20.44	100530
76	20036	78987	20.23	99023
77	19778	76666	20.51	96444
78	19375	76336	20.24	95711
79	19026	74417	20.36	93443
80	18584	73727	20.13	92311
81	18300	73442	19.95	91742
82	18013	71301	20.17	89314
83	17635	70215	20.07	87850
84	17432	69491	20.05	86923
85	17059	68202	20.01	85261
86	17009	67364	20.16	84373
87	16709	66270	20.14	82979
88	16376	65629	19.97	82005
89	16028	64260	19.96	80288
90	15975	63360	20.14	79335
91	15545	62170	20.00	77715
92	15312	60578	20.18	75890
93	14988	60006	19.99	74994
94	14858	58792	20.17	73650
95	14321	58033	19.79	72354
96	14043	56494	19.91	70537
97	13713	55815	19.72	69528
98	13835	54854	20.14	68689
99	13457	54389	19.83	67846
100	13301	53108	20.03	66409
101	12846	52478	19.67	65324
102	12706	51499	19.79	64205
103	12359	50265	19.74	62624
104	12250	49299	19.90	61549
105	12129	48642	19.96	60771
106	11677	47533	19.72	59210
107	11502	46947	19.68	58449
108	11355	45789	19.87	57144
109	11127	45033	19.81	56160
110	10979	44056	19.95	55035
111	10643	43118	19.80	53761
112	10431	42731	19.62	53162
113	9922	41369	19.34	51291
114	9940	40542	19.69	50482
115	9747	40166	19.53	49913
116	9597	39125	19.70	48722
117	9252	38005	19.58	47257
118	9019	36941	19.62	45960
119	8849	36213	19.64	45062
120	8618	35961	19.33	44579
121	8386	35229	19.23	43615
122	8440	34070	19.85	42510
123	8173	33581	19.57	41754
124	8155	32988	19.82	41143
125	7794	32649	19.27	40443
126	7667	31044	19.81	38711
127	7140	29971	19.24	37111
