CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	20581	34186	37.58	54767
2	29060	60208	32.55	89268
3	20232	69033	22.67	89265
4	12081	66583	15.36	78664
5	12161	76302	13.75	88463
6	6764	45480	12.95	52244
7	8043	44629	15.27	52672
8	10013	50091	16.66	60104
9	10574	48802	17.81	59376
10	9637	46830	17.07	56467
11	11179	47376	19.09	58555
12	11794	46523	20.22	58317
13	10210	46113	18.13	56323
14	9771	45306	17.74	55077
15	9773	44962	17.86	54735
16	9563	45064	17.51	54627
17	9398	45622	17.08	55020
18	9338	45770	16.94	55108
19	9632	46118	17.28	55750
20	10225	48418	17.44	58643
21	10716	48893	17.98	59609
22	10810	49116	18.04	59926
23	10414	49419	17.41	59833
24	10527	48857	17.73	59384
25	10312	48564	17.51	58876
26	10140	46830	17.80	56970
27	10016	47098	17.54	57114
28	9743	46833	17.22	56576
29	9888	46532	17.53	56420
30	10222	47491	17.71	57713
31	9885	48216	17.01	58101
32	10090	47341	17.57	57431
33	10121	47377	17.60	57498
34	10116	47183	17.65	57299
35	10123	47211	17.66	57334
36	10002	47145	17.50	57147
37	10067	46954	17.65	57021
38	10015	46279	17.79	56294
39	9999	46387	17.73	56386
40	9880	46082	17.65	55962
41	10003	45910	17.89	55913
42	9866	46460	17.52	56326
43	9955	46216	17.72	56171
44	10199	46242	18.07	56441
45	9651	45917	17.37	55568
46	9585	45866	17.29	55451
47	9488	45024	17.41	54512
48	9685	44923	17.74	54608
49	9784	44796	17.93	54580
50	9719	44436	17.95	54155
51	9319	43940	17.50	53259
52	9131	43349	17.40	52480
53	9130	42963	17.53	52093
54	9096	42892	17.50	51988
55	9016	42280	17.58	51296
56	9079	42038	17.76	51117
57	8884	41687	17.57	50571
58	8885	41574	17.61	50459
59	8734	41149	17.51	49883
60	8754	40475	17.78	49229
61	8418	39705	17.49	48123
62	8419	39598	17.53	48017
63	8218	38622	17.54	46840
64	8320	38565	17.75	46885
65	8259	38459	17.68	46718
66	8326	37999	17.97	46325
67	8144	37530	17.83	45674
68	7957	36758	17.79	44715
69	7639	36261	17.40	43900
70	7850	35704	18.02	43554
71	7719	35096	18.03	42815
72	7374	34971	17.41	42345
73	7392	34130	17.80	41522
74	7035	33251	17.46	40286
75	7125	32507	17.98	39632
76	6930	32035	17.79	38965
77	6754	31499	17.66	38253
78	6529	30764	17.51	37293
79	6698	30467	18.02	37165
80	6475	30136	17.69	36611
81	6360	29627	17.67	35987
82	6192	28935	17.63	35127
83	6079	28228	17.72	34307
84	5972	27969	17.60	33941
85	5751	27209	17.45	32960
86	5706	26564	17.68	32270
87	5562	26161	17.53	31723
88	5529	25810	17.64	31339
89	5307	25320	17.33	30627
90	5320	25175	17.45	30495
91	5112	24018	17.55	29130
92	5129	23363	18.00	28492
93	5072	23239	17.92	28311
94	4767	22497	17.48	27264
95	4807	22075	17.88	26882
96	4563	21849	17.28	26412
97	4442	21144	17.36	25586
98	4417	20501	17.73	24918
99	4279	19987	17.63	24266
100	4242	19970	17.52	24212
101	4146	19253	17.72	23399
102	4006	18735	17.62	22741
103	3874	18751	17.12	22625
104	3750	17913	17.31	21663
105	3784	17688	17.62	21472
106	3717	17335	17.66	21052
107	3461	16622	17.23	20083
108	3465	16387	17.45	19852
109	3474	15768	18.05	19242
110	3237	15546	17.23	18783
111	3187	15115	17.41	18302
112	3020	14884	16.87	17904
113	3038	14577	17.25	17615
114	3035	14154	17.66	17189
115	2905	13938	17.25	16843
116	2892	13382	17.77	16274
117	2734	13292	17.06	16026
118	2690	12864	17.29	15554
119	2588	12731	16.89	15319
120	2617	12229	17.63	14846
121	2493	11863	17.37	14356
122	2395	11761	16.92	14156
123	2374	11332	17.32	13706
124	2296	11172	17.05	13468
125	2327	10899	17.59	13226
126	2176	10675	16.93	12851
127	2163	10528	17.04	12691
128	2023	9972	16.87	11995
129	1944	9774	16.59	11718
130	1962	9588	16.99	11550
131	1977	9380	17.41	11357
132	1861	8980	17.17	10841
133	1841	8692	17.48	10533
134	1751	8753	16.67	10504
135	1741	8341	17.27	10082
136	1696	8218	17.11	9914
137	1650	8073	16.97	9723
138	1617	7776	17.21	9393
139	1527	7722	16.51	9249
140	1451	7350	16.49	8801
141	1401	7098	16.48	8499
142	1474	6963	17.47	8437
143	1350	6799	16.57	8149
144	1351	6678	16.83	8029
145	1252	6452	16.25	7704
146	1287	6474	16.58	7761
147	1317	6227	17.46	7544
148	1190	6172	16.16	7362
149	1171	5818	16.75	6989
150	1110	5921	15.79	7031

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	34446	167994	17.02	202440
2	18445	43800	29.63	62245
3	17666	70997	19.92	88663
4	6554	76459	7.90	83013
5	2825	114045	2.42	116870
6	1627	131060	1.23	132687
7	1404	83050	1.66	84454
8	1491	86514	1.69	88005
9	1312	84416	1.53	85728
10	1811	80238	2.21	82049
11	2455	79324	3.00	81779
12	1152	81832	1.39	82984
13	1103	82147	1.32	83250
14	941	79866	1.16	80807
15	1157	79247	1.44	80404
16	1265	78352	1.59	79617
17	904	80305	1.11	81209
18	1066	80819	1.30	81885
19	817	82275	0.98	83092
20	863	83115	1.03	83978
21	779	85034	0.91	85813
22	752	85703	0.87	86455
23	726	84958	0.85	85684
24	793	83008	0.95	83801
25	799	83390	0.95	84189
26	738	81958	0.89	82696
27	846	81759	1.02	82605
28	754	82886	0.90	83640
29	801	83787	0.95	84588
30	838	85082	0.98	85920
31	824	85002	0.96	85826
32	851	84276	1.00	85127
33	828	85489	0.96	86317
34	885	84141	1.04	85026
35	848	83892	1.00	84740
36	839	83226	1.00	84065
37	850	85509	0.98	86359
38	871	83428	1.03	84299
39	886	84517	1.04	85403
40	913	82187	1.10	83100
41	876	82137	1.06	83013
42	842	83358	1.00	84200
43	908	83803	1.07	84711
44	891	81380	1.08	82271
45	887	82655	1.06	83542
46	1032	80782	1.26	81814
47	1020	80757	1.25	81777
48	1036	80045	1.28	81081
49	1080	80155	1.33	81235
50	1052	79121	1.31	80173
51	1137	79272	1.41	80409
52	1067	77090	1.37	78157
53	1121	77682	1.42	78803
54	1166	76293	1.51	77459
55	1163	76138	1.50	77301
56	1181	74931	1.55	76112
57	1176	75434	1.54	76610
58	1249	73993	1.66	75242
59	1212	72857	1.64	74069
60	1220	72139	1.66	73359
61	1291	72317	1.75	73608
62	1247	70150	1.75	71397
63	1259	69956	1.77	71215
64	1252	68692	1.79	69944
65	1268	68316	1.82	69584
66	1223	67376	1.78	68599
67	1263	66837	1.85	68100
68	1260	65177	1.90	66437
69	1323	64034	2.02	65357
70	1299	63474	2.01	64773
71	1297	62071	2.05	63368
72	1359	60794	2.19	62153
73	1359	60427	2.20	61786
74	1300	59480	2.14	60780
75	1342	58436	2.24	59778
76	1314	57142	2.25	58456
77	1203	56273	2.09	57476
78	1302	54996	2.31	56298
79	1262	53951	2.29	55213
80	1252	52909	2.31	54161
81	1270	52204	2.37	53474
82	1183	50834	2.27	52017
83	1204	49632	2.37	50836
84	1213	48592	2.44	49805
85	1184	47803	2.42	48987
86	1124	46353	2.37	47477
87	1156	45750	2.46	46906
88	1109	44550	2.43	45659
89	1131	43566	2.53	44697
90	1136	42653	2.59	43789
91	1091	42225	2.52	43316
92	1111	40868	2.65	41979
93	1049	39799	2.57	40848
94	1085	39285	2.69	40370
95	1035	38367	2.63	39402
96	957	37177	2.51	38134
97	1002	36370	2.68	37372
98	951	35455	2.61	36406
99	995	34885	2.77	35880
100	954	33888	2.74	34842
101	978	33144	2.87	34122
102	908	32446	2.72	33354
103	879	31672	2.70	32551
104	874	30932	2.75	31806
105	832	30095	2.69	30927
106	854	29388	2.82	30242
107	812	28752	2.75	29564
108	817	27680	2.87	28497
109	814	27338	2.89	28152
110	823	26529	3.01	27352
111	742	26187	2.76	26929
112	767	25137	2.96	25904
113	726	24786	2.85	25512
114	731	23836	2.98	24567
115	722	23503	2.98	24225
116	661	22536	2.85	23197
117	724	22353	3.14	23077
118	673	21929	2.98	22602
119	617	21189	2.83	21806
