CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	240923	613731	28.19	854654
2	323214	1035012	23.80	1358226
3	306883	1162463	20.89	1469346
4	220828	954377	18.79	1175205
5	151311	1222714	11.01	1374025
6	116910	777552	13.07	894462
7	112630	693008	13.98	805638
8	125580	758737	14.20	884317
9	132277	755104	14.91	887381
10	142159	718117	16.52	860276
11	153683	760549	16.81	914232
12	166670	761617	17.95	928287
13	168671	759712	18.17	928383
14	168515	758503	18.18	927018
15	169607	746778	18.51	916385
16	172162	761096	18.45	933258
17	187178	783574	19.28	970752
18	172945	769747	18.35	942692
19	167702	734552	18.59	902254
20	173752	747269	18.87	921021
21	175060	765309	18.62	940369
22	174956	765647	18.60	940603
23	174939	759168	18.73	934107
24	176891	773159	18.62	950050
25	178245	772928	18.74	951173
26	180080	762960	19.10	943040
27	178766	775918	18.73	954684
28	177971	768277	18.81	946248
29	178020	761795	18.94	939815
30	176300	770310	18.62	946610
31	176519	773783	18.58	950302
32	175504	762033	18.72	937537
33	175691	765125	18.67	940816
34	176616	759447	18.87	936063
35	177863	767057	18.82	944920
36	176018	804178	17.96	980196
37	173683	755090	18.70	928773
38	176761	771438	18.64	948199
39	175146	770687	18.52	945833
40	172672	744706	18.82	917378
41	176073	750229	19.01	926302
42	174395	756154	18.74	930549
43	172867	741297	18.91	914164
44	176723	750895	19.05	927618
45	171827	741069	18.82	912896
46	170032	731952	18.85	901984
47	170406	726945	18.99	897351
48	171204	737453	18.84	908657
49	169257	726363	18.90	895620
50	169345	737178	18.68	906523
51	166275	726080	18.63	892355
52	162391	717425	18.46	879816
53	162226	700258	18.81	862484
54	160542	708706	18.47	869248
55	159843	703013	18.52	862856
56	160215	699058	18.65	859273
57	159852	710715	18.36	870567
58	155318	689789	18.38	845107
59	155632	684636	18.52	840268
60	153828	689432	18.24	843260
61	150098	666155	18.39	816253
62	148687	653945	18.52	802632
63	148472	653924	18.50	802396
64	147140	651209	18.43	798349
65	145965	644831	18.46	790796
66	144556	646041	18.28	790597
67	146198	632314	18.78	778512
68	140999	630332	18.28	771331
69	140449	630300	18.22	770749
70	137767	614864	18.30	752631
71	136503	596734	18.62	733237
72	133795	595926	18.34	729721
73	132262	581244	18.54	713506
74	131498	577906	18.54	709404
75	128283	573484	18.28	701767
76	126150	562942	18.31	689092
77	124751	558058	18.27	682809
78	123790	553075	18.29	676865
79	121267	543690	18.24	664957
80	121030	540332	18.30	661362
81	118594	537535	18.07	656129
82	117343	524643	18.28	641986
83	116370	522363	18.22	638733
84	114751	525440	17.92	640191
85	110972	505046	18.01	616018
86	109403	501780	17.90	611183
87	109004	489641	18.21	598645
88	108864	490669	18.16	599533
89	105537	484703	17.88	590240
90	103628	481574	17.71	585202
91	102364	465480	18.03	567844
92	99696	459930	17.81	559626
93	99699	458342	17.87	558041
94	96421	437425	18.06	533846
95	93512	434600	17.71	528112
96	92652	429527	17.74	522179
97	89996	420307	17.64	510303
98	87708	414689	17.46	502397
99	86924	407572	17.58	494496
100	86122	399851	17.72	485973
101	85405	398830	17.64	484235
102	83406	397192	17.35	480598
103	81214	380293	17.60	461507
104	80694	374277	17.74	454971
105	79225	370109	17.63	449334
106	76988	364634	17.43	441622
107	75542	360138	17.34	435680
108	75196	362915	17.16	438111
109	73734	352183	17.31	425917
110	72201	344133	17.34	416334
111	71093	343073	17.17	414166
112	69525	332022	17.31	401547
113	70395	329493	17.60	399888
114	69257	323297	17.64	392554
115	67315	316752	17.53	384067
116	65588	315111	17.23	380699
117	63231	313253	16.80	376484
118	61298	303612	16.80	364910
119	61073	302925	16.78	363998
120	60288	293117	17.06	353405
121	59003	287765	17.02	346768
122	58571	283883	17.10	342454
123	57092	276651	17.11	333743
124	56799	271062	17.32	327861
125	58574	271342	17.75	329916
