CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	111415	522531	17.57	633946
2	125475	540333	18.85	665808
3	112676	526389	17.63	639065
4	109550	502474	17.90	612024
5	112664	509152	18.12	621816
6	113672	522483	17.87	636155
7	113471	518565	17.95	632036
8	114656	513873	18.24	628529
9	114817	523634	17.98	638451
10	116823	527428	18.13	644251
11	118120	518918	18.54	637038
12	116999	529299	18.10	646298
13	115479	524829	18.03	640308
14	116443	517428	18.37	633871
15	115636	523549	18.09	639185
16	115240	528504	17.90	643744
17	115016	518005	18.17	633021
18	114065	522106	17.93	636171
19	115251	519012	18.17	634263
20	115763	524150	18.09	639913
21	115117	548958	17.33	664075
22	114078	517729	18.06	631807
23	115077	526975	17.92	642052
24	115491	525608	18.01	641099
25	112947	511263	18.09	624210
26	114855	516637	18.19	631492
27	114497	520192	18.04	634689
28	113953	509163	18.29	623116
29	115812	516727	18.31	632539
30	113001	513059	18.05	626060
31	112397	507369	18.14	619766
32	112957	504501	18.29	617458
33	113209	509649	18.18	622858
34	113444	504587	18.36	618031
35	112430	510810	18.04	623240
36	110662	505052	17.97	615714
37	108391	499246	17.84	607637
38	108122	488708	18.12	596830
39	107106	496222	17.75	603328
40	107577	491613	17.95	599190
41	107898	489927	18.05	597825
42	107850	500413	17.73	608263
43	105474	483019	17.92	588493
44	105800	484128	17.93	589928
45	103485	485072	17.58	588557
46	102134	473057	17.76	575191
47	101452	463731	17.95	565183
48	101133	465205	17.86	566338
49	101103	465785	17.83	566888
50	100741	462852	17.87	563593
51	99833	463414	17.72	563247
52	101470	456244	18.19	557714
53	97194	456002	17.57	553196
54	97561	457479	17.58	555040
55	95613	446486	17.64	542099
56	95254	435671	17.94	530925
57	93493	436039	17.66	529532
58	93096	428995	17.83	522091
59	92793	425130	17.92	517923
60	91118	426535	17.60	517653
61	90057	418917	17.69	508974
62	88974	414960	17.66	503934
63	87801	412216	17.56	500017
64	86151	405650	17.52	491801
65	87240	406063	17.68	493303
66	85966	405732	17.48	491698
67	85210	399065	17.60	484275
68	84483	395796	17.59	480279
69	84053	400150	17.36	484203
70	81268	387749	17.33	469017
71	80927	384394	17.39	465321
72	80028	377225	17.50	457253
73	80491	378529	17.54	459020
74	78746	375840	17.32	454586
75	77896	372650	17.29	450546
76	76982	363639	17.47	440621
77	75454	361690	17.26	437144
78	74679	362343	17.09	437022
79	72920	346247	17.40	419167
80	71782	346412	17.16	418194
81	70786	344275	17.05	415061
82	69322	334059	17.19	403381
83	67885	332610	16.95	400495
84	67275	328916	16.98	396191
85	66957	323321	17.16	390278
86	67163	325848	17.09	393011
87	65110	326320	16.63	391430
88	63919	311835	17.01	375754
89	64057	308567	17.19	372624
90	63079	307549	17.02	370628
91	61720	303495	16.90	365215
92	59760	300040	16.61	359800
93	60244	304663	16.51	364907
94	59804	297038	16.76	356842
95	58800	289853	16.86	348653
96	57749	289721	16.62	347470
97	56929	281953	16.80	338882
98	57416	281203	16.96	338619
99	56752	276152	17.05	332904
100	55956	271499	17.09	327455
101	54529	271164	16.74	325693
102	52587	269408	16.33	321995
103	51424	263156	16.35	314580
104	50824	263935	16.15	314759
105	51106	256412	16.62	307518
106	49792	251516	16.53	301308
107	50310	250208	16.74	300518
108	48956	244816	16.66	293772
109	49108	241362	16.91	290470
110	50478	242549	17.23	293027
111	47222	238222	16.54	285444
112	46674	231339	16.79	278013
113	45643	229204	16.61	274847
114	44894	224471	16.67	269365
115	44176	222229	16.58	266405
116	43492	220403	16.48	263895
117	42616	218236	16.34	260852
118	41666	211293	16.47	252959
119	41085	209338	16.41	250423
120	41335	207182	16.63	248517
121	41691	206074	16.83	247765
122	41500	204688	16.86	246188
123	39990	201357	16.57	241347
124	40307	198442	16.88	238749
125	39709	195964	16.85	235673
126	38295	189396	16.82	227691
127	36782	183498	16.70	220280
128	35640	185355	16.13	220995
129	35788	183074	16.35	218862
130	35519	180566	16.44	216085
131	35277	181243	16.29	216520
132	35875	182155	16.45	218030
133	34668	177293	16.36	211961
134	33575	173921	16.18	207496
135	32416	166722	16.28	199138

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	15730	898929	1.72	914659
2	13849	907916	1.50	921765
3	13088	954465	1.35	967553
4	11405	880978	1.28	892383
5	11283	895665	1.24	906948
6	11114	882910	1.24	894024
7	10459	892792	1.16	903251
8	10624	893378	1.18	904002
9	10348	898301	1.14	908649
